subject,day,level,time,f_sd,cst_sd,fpc_sd,f_cst_r,fpc_cst_r,f_fpc_r,w
SFU01,stretch,submax10,pre,0.000436237,1.486104969,0.01711761,-0.115756811,0.72491427,-0.35640948,29
SFU01,stretch,submax10,pre,0.000542602,1.626364703,0.018486234,0.548719043,0.640188015,0.749445935,30
SFU01,stretch,submax10,post,0.000732139,1.06151974,0.018608259,0.850134896,0.584468869,0.578570798,1
SFU01,stretch,submax10,post,0.000924513,1.629130734,0.01806231,0.523534443,0.945444518,0.371158339,2
SFU01,stretch,submax10,post,0.000873319,1.312852105,0.015150504,0.296439289,0.395548813,0.239085761,3
SFU01,stretch,submax10,post,0.001812011,2.60911856,0.021024343,0.824515617,0.830184518,0.901817644,4
SFU01,stretch,submax10,post,0.001193691,1.582537059,0.018115413,0.274720973,0.580791358,-0.066680628,5
SFU01,stretch,submax10,post,0.000634576,1.818632315,0.01936627,0.750395889,0.452929804,0.774915917,6
SFU01,stretch,submax10,post,0.000338177,0.668006173,0.017464998,0.725567575,0.10569466,-0.282126782,7
SFU01,stretch,submax10,post,0.000460693,0.547029789,0.019827385,0.442468267,0.159459379,0.811474837,8
SFU01,stretch,submax10,post,0.000413574,1.031035474,0.00869139,0.441234415,0.777241299,0.227867201,9
SFU01,stretch,submax10,post,0.000538682,0.720660232,0.02031474,0.549854461,0.703555127,0.875523225,10
SFU01,stretch,submax10,post,0.000858012,1.921494569,0.01701636,0.411349794,0.691908339,0.744452372,11
SFU01,stretch,submax10,post,0.000928241,1.925036132,0.016691829,0.245902294,0.872593622,0.171284506,12
SFU01,stretch,submax10,post,0.000741029,1.739361385,0.014346171,0.728353058,0.935223837,0.726293147,13
SFU01,stretch,submax10,post,0.000444397,1.815382544,0.020752596,0.585231541,0.819883535,0.904162008,14
SFU01,stretch,submax10,post,0.000391379,1.398128547,0.020353078,0.797512863,0.912099834,0.817504441,15
SFU01,stretch,submax10,post,0.000424055,1.945962363,0.022089942,0.646374389,0.789046434,0.825689553,16
SFU01,stretch,submax10,post,0.000380512,1.113398868,0.016465091,0.479963516,0.450359407,0.703706932,17
SFU01,stretch,submax10,post,0.000384392,1.4887212,0.020765224,0.72855204,0.928289082,0.859982157,18
SFU01,stretch,submax10,post,0.000298998,1.031590379,0.015397261,0.576751009,0.491069927,0.54435234,19
SFU01,stretch,submax10,post,0.000565363,2.128259034,0.021075655,0.561462428,0.760984971,0.659609469,20
SFU01,stretch,submax10,post,0.000382323,0.718500418,0.015391166,-0.139483904,0.356208316,0.160283209,21
SFU01,stretch,submax10,post,0.000612258,2.442925964,0.021607139,0.585675777,0.356225836,0.880960414,22
SFU01,stretch,submax10,post,0.00023114,1.628378197,0.018179768,0.315036708,0.729375982,0.306372038,23
SFU01,stretch,submax10,post,0.000282401,1.425411138,0.020144074,0.693332176,0.665195462,0.638162155,24
SFU01,stretch,submax10,post,0.000289866,0.931703814,0.0178908,0.565579544,0.896575186,0.577275799,25
SFU01,stretch,submax10,post,0.000248073,0.584195307,0.018537609,0.344275362,0.363842374,0.556614836,26
SFU01,stretch,submax10,post,0.000404951,1.236749585,0.015928052,0.334774846,0.105400792,0.615223387,27
SFU01,stretch,submax10,post,0.00032104,1.885327733,0.021849344,0.219907689,0.878586442,0.306390214,28
SFU01,stretch,submax10,post,0.000211398,1.451561459,0.018333265,0.188495957,0.90212427,0.325845753,29
SFU01,stretch,submax10,post,0.000251998,0.790896227,0.01635891,0.351893406,0.541607293,0.720310602,30
SFU01,stretch,submax35,before,0.002159974,1.848093342,0.007958277,0.224809575,0.584586486,-0.18216415,1
SFU01,stretch,submax35,before,0.001523374,2.311227945,0,0,0,0,2
SFU01,stretch,submax35,before,0.00197375,3.38928922,0,0,0,0,3
SFU01,stretch,submax35,before,0.00093605,3.249796035,0,0,0,0,4
SFU01,stretch,submax35,before,0.000430225,1.728780743,0,0,0,0,5
SFU01,stretch,submax35,before,0.001904766,4.085510736,0,0,0,0,6
SFU01,stretch,submax35,before,0.000800054,2.013760521,0.019406536,0.623379286,0.639852576,0.872281397,7
SFU01,stretch,submax35,before,0.001368104,3.675775592,0,0,0,0,8
SFU01,stretch,submax35,before,0.000530591,14.37106574,0,0,0,0,9
SFU01,stretch,submax35,before,0.001000851,7.826384758,0.021424993,-0.24489539,0.832365797,0.022113613,10
SFU01,stretch,submax35,before,0.000948688,2.593370242,0.019906624,0.373539329,0.742625899,0.235052848,11
SFU01,stretch,submax35,before,0.000752021,2.759165304,0.021395725,0.550900942,0.855675943,0.371116621,12
SFU01,stretch,submax35,before,0.000749403,1.801201455,0.020609261,0.618760362,0.949819454,0.574517739,13
SFU01,stretch,submax35,before,0.001844005,3.036725461,0.020946273,0.725202195,0.719306573,0.675843305,14
SFU01,stretch,submax35,before,0.001350229,2.775759002,0.019102939,0.681635091,0.829518741,0.580211317,15
SFU01,stretch,submax35,before,0.001911642,3.047712325,0,0,0,0,16
SFU01,stretch,submax35,before,0.001374503,3.593651472,0,0,0,0,17
SFU01,stretch,submax35,before,0.000960437,4.728807329,0,0,0,0,18
SFU01,stretch,submax35,before,0.001149995,4.426086909,0,0,0,0,19
SFU01,stretch,submax35,before,0.000826486,2.80401153,0,0,0,0,20
SFU01,stretch,submax35,before,0.000510564,3.258012536,0,0,0,0,21
SFU01,stretch,submax35,before,0.001043429,4.303591467,0,0,0,0,22
SFU01,stretch,submax35,before,0.001328803,4.254322069,0,0,0,0,23
SFU01,stretch,submax35,before,0.001119446,2.935932718,0.020544587,0.692280157,0.982666096,0.583385683,24
SFU01,stretch,submax35,before,0.000777238,3.039240756,0,0,0,0,25
SFU01,stretch,submax35,before,0.001195699,3.227251597,0.021863996,0.862794063,0.925185983,0.883878968,26
SFU01,stretch,submax35,before,0.001663933,2.495103854,0.021008893,-0.083971726,0.204248241,0.743325381,27
SFU01,stretch,submax35,before,0.001779366,3.578404714,0.021185674,0.440508084,0.425918723,0.901171708,28
SFU01,stretch,submax35,before,0.002834016,4.194332722,0.020810006,0.554725632,0.710836933,0.735786341,29
SFU01,stretch,submax35,before,0.003670662,5.890867152,0.021871595,0.744573081,0.968472575,0.842614974,30
SFU01,stretch,submax35,pre,0.001664426,1.853414275,0.017453733,0.963346743,0.838423796,0.729996657,1
SFU01,stretch,submax35,pre,0.0017333,2.52645213,0.019299738,0.78047093,0.367194642,0.738533196,2
SFU01,stretch,submax35,pre,0.001667845,1.790077552,0.018417248,0.937949909,0.661311538,0.785958023,3
SFU01,stretch,submax35,pre,0.002120654,1.640592857,0.010353821,0.509218758,0.137156428,0.820975433,4
SFU01,stretch,submax35,pre,0.001865612,1.791386096,0.018796108,0.394449486,0.177183064,0.904531943,5
SFU01,stretch,submax35,pre,0.003027346,2.613466307,0.015679093,0.545538026,0.578735234,0.865918631,6
SFU01,stretch,submax35,pre,0.001156927,1.62009851,0.01997255,0.580486611,0.675610113,0.901216019,7
SFU01,stretch,submax35,pre,0.001217963,2.388627056,0.021892965,0.660561504,0.586599475,0.676609234,8
SFU01,stretch,submax35,pre,0.001900971,3.405384641,0.021927601,0.902818667,0.876336869,0.88891395,9
SFU01,stretch,submax35,pre,0.001356814,1.92502458,0.020759038,0.860222301,0.85517336,0.982927046,10
SFU01,stretch,submax35,pre,0.001098787,2.942133851,0.021948658,0.725464053,0.578355418,0.716513193,11
SFU01,stretch,submax35,pre,0.002196003,2.797865091,0.020339085,0.259041105,0.31044002,0.567081392,12
SFU01,stretch,submax35,pre,0.002748544,4.002528891,0.022113031,0.777544838,0.807722469,0.927231567,13
SFU01,stretch,submax35,pre,0.001139787,2.498445728,0.021649703,0.635158518,0.789189026,0.829921786,14
SFU01,stretch,submax35,pre,0.001295375,2.1443583,0.020133308,0.806492316,0.820800005,0.919521129,15
SFU01,stretch,submax35,pre,0.000887066,1.567318153,0.018265515,0.210251772,-0.020614618,0.893254003,16
SFU01,stretch,submax35,pre,0.001721487,2.536811334,0.020685831,0.331742737,0.444733768,0.878964505,17
SFU01,stretch,submax35,pre,0.001093854,2.022392255,0.017418342,0.66576232,0.718695353,0.961859164,18
SFU01,stretch,submax35,pre,0.001112163,2.190207961,0.020560664,0.814845468,0.934624059,0.875754665,19
SFU01,stretch,submax35,pre,0.001917117,3.565511316,0.021304668,0.850162998,0.800564897,0.940551013,20
SFU01,stretch,submax35,pre,0.00114906,2.29736888,0.020076477,0.507165979,0.746777455,0.700776703,21
SFU01,stretch,submax35,pre,0.001690047,3.434778332,0.021336245,0.724012514,0.784776393,0.872537385,22
SFU01,stretch,submax35,pre,0.00173572,3.851081057,0.021181462,0.584102425,0.331159563,0.917803755,23
SFU01,stretch,submax35,pre,0.0020095,2.922965399,0.021470456,0.45724526,0.597386944,0.852816109,24
SFU01,stretch,submax35,pre,0.00124243,2.320662244,0.017310002,0.314414209,0.419190604,0.600743059,25
SFU01,stretch,submax35,pre,0.003150199,2.500135759,0.020868298,0.516049651,0.750090857,0.928492356,26
SFU01,stretch,submax35,pre,0.002208805,1.742157805,0.017608844,0.35518728,0.616679988,0.895934973,27
SFU01,stretch,submax35,pre,0.001116609,1.335540803,0.019834032,0.646321505,0.796352383,0.80176809,28
SFU01,stretch,submax35,pre,0.001094492,3.284486278,0.021491953,0.731987911,0.8473617,0.79170005,29
SFU01,stretch,submax35,pre,0.00186106,2.608686738,0.021346003,0.72682011,0.881467843,0.808112408,30
SFU01,stretch,submax35,post,0.001882329,3.487433428,0.016998693,0.841515069,0.855266341,0.960981623,1
SFU01,stretch,submax35,post,0.001516795,2.348959889,0.007842757,0.599072276,0.340862904,0.611498397,2
SFU01,stretch,submax35,post,0.001330742,2.33990845,0.021286854,0.729685776,0.447651213,0.562297041,3
SFU01,stretch,submax35,post,0.002137832,3.409222957,0.020279942,0.516226471,0.749413985,0.262029631,4
SFU01,stretch,submax35,post,0.002300679,3.099881821,0.021406739,0.597654076,0.601920444,0.901186313,5
SFU01,stretch,submax35,post,0.001290167,1.807351197,0.00835096,0.658864252,0.664810481,0.865982615,6
SFU01,stretch,submax35,post,0.000831612,1.497016809,0.013152836,0.8057998,0.966440449,0.855959337,7
SFU01,stretch,submax35,post,0.002682582,3.295394718,0.018156237,0.539675987,0.830570418,0.844273926,8
SFU01,stretch,submax35,post,0.002040195,2.528472498,0.019090744,0.487447336,0.393046559,0.793923339,9
SFU01,stretch,submax35,post,0.004171274,3.961961167,0.021078706,0.723664294,0.809619101,0.942275104,10
SFU01,stretch,submax35,post,0.001495646,1.763363862,0.0205255,0.372166553,-0.023235813,0.809634239,11
SFU01,stretch,submax35,post,0.002272486,3.22621165,0.021369252,0.60352034,0.654304091,0.890363235,12
SFU01,stretch,submax35,post,0.002024281,3.270222107,0.020670568,0.194666108,0.350917568,0.909216496,13
SFU01,stretch,submax35,post,0.001375156,2.652426228,0.019344406,0.348042959,0.794999335,0.427421749,14
SFU01,stretch,submax35,post,0.001831771,2.199343774,0.021366421,0.551825271,0.761611249,0.925095342,15
SFU01,stretch,submax35,post,0.002322164,3.3170627,0.021533332,0.82395555,0.838111132,0.822319011,16
SFU01,stretch,submax35,post,0.001392153,2.160048504,0.018159326,0.905103297,0.698541714,0.638185746,17
SFU01,stretch,submax35,post,0.000665815,1.381294689,0.01612627,0.519500502,0.666182651,0.079183215,18
SFU01,stretch,submax35,post,0.000729517,1.152687621,0.012931279,0.424979326,0.636786904,0.675189967,19
SFU01,stretch,submax35,post,0.001443132,1.696100731,0.017629499,0.415064587,0.275173704,0.738201601,20
SFU01,stretch,submax35,post,0.001330345,1.286369821,0.017122682,0.135092069,0.382787453,0.811902861,21
SFU01,stretch,submax35,post,0.000607639,2.183433823,0.019949068,0.703387121,0.945767118,0.668006149,22
SFU01,stretch,submax35,post,0.00184564,1.609644298,0.020098577,0.422267638,0.46518362,0.886786873,23
SFU01,stretch,submax35,post,0.0021302,3.349954551,0.021122214,0.702198305,0.865402081,0.94689186,24
SFU01,stretch,submax35,post,0.001809464,1.491567147,0.018868788,0.313026124,0.271852255,0.976462783,25
SFU01,stretch,submax35,post,0.001855646,2.68244095,0.018160543,0.615325905,0.85826794,0.86568099,26
SFU01,stretch,submax35,post,0.00096078,2.38958966,0.020674888,0.719671624,0.884636482,0.683292877,27
SFU01,stretch,submax35,post,0.002374511,2.550383275,0.021294108,0.924231956,0.928298355,0.886864216,28
SFU01,stretch,submax35,post,0.001219829,0.983063561,0.014019397,0.333474134,0.333943767,-0.450609299,29
SFU01,stretch,submax35,post,0.001428321,1.502449998,0.018516606,0.748070148,0.816118893,0.945581993,30
SFU01,control,submax10,before,0.000527531,1.347252608,0.021753399,0.487380673,0.809092581,0.702639929,1
SFU01,control,submax10,before,0.000801123,1.093617177,0.02070352,0.814303154,0.643071126,0.633404174,2
SFU01,control,submax10,before,0.000527709,0.954149797,0.020432244,0.15869563,0.1936938,0.843684709,3
SFU01,control,submax10,before,0.000630491,1.165205054,0.020246785,0.704979398,0.707720399,0.882389703,4
SFU01,control,submax10,before,0.000472607,1.737872758,0.021381281,0.765785886,0.956818827,0.763541629,5
SFU01,control,submax10,before,0.000387309,0.895443106,0.02046536,0.715098143,0.717202841,0.755228038,6
SFU01,control,submax10,before,0.000308642,1.146519375,0.011654497,0.393549803,0.567243956,0.238084282,7
SFU01,control,submax10,before,0.000242393,0.980326522,0.020501104,0.355657301,0.508704797,0.400090017,8
SFU01,control,submax10,before,0.000331354,2.175992265,0.02204801,0.070252858,0.955424857,0.10673991,9
SFU01,control,submax10,before,0.000340059,1.120003216,0.021233854,0.140152128,0.520655126,0.352887411,10
SFU01,control,submax10,before,0.000297355,1.313990435,0.021582416,0.731080156,0.688955484,0.899427152,11
SFU01,control,submax10,before,0.000267211,1.278546975,0.021574227,0.414792159,0.485684511,0.102836661,12
SFU01,control,submax10,before,0.000364304,1.695750139,0.021474398,0.227903532,0.301554999,0.568805042,13
SFU01,control,submax10,before,0.000530325,2.154301693,0.021634207,0.245589803,0.32513809,-0.372790246,14
SFU01,control,submax10,before,0.000340046,1.574698912,0.021769372,0.323627137,0.560863008,0.212449018,15
SFU01,control,submax10,before,0.000326844,2.038802945,0.02148449,0.785453299,0.780377997,0.703879752,16
SFU01,control,submax10,before,0.000165149,1.813028457,0.020824937,0.488000403,0.939147381,0.353211455,17
SFU01,control,submax10,before,0.000422682,2.069686451,0.020589017,0.663344776,0.790047011,0.904558125,18
SFU01,control,submax10,before,0.000427407,2.648754903,0.022030492,0.727350942,0.71748792,0.916461873,19
SFU01,control,submax10,before,0.000389382,2.348930542,0.02218672,0.454508285,0.504903787,0.755055436,20
SFU01,control,submax10,before,0.000554429,2.332442608,0.02096276,0.385205902,0.645464172,0.719605381,21
SFU01,control,submax10,before,0.000379356,1.288954789,0.021737553,0.71687538,0.82696659,0.874456635,22
SFU01,control,submax10,before,0.000255574,1.037910129,0.021858302,0.315949723,0.239166392,0.092352755,23
SFU01,control,submax10,before,0.000250859,1.684835647,0.01870788,0.45915676,0.559592786,0.149083881,24
SFU01,control,submax10,before,0.000402191,1.904258072,0.02189379,0.563123635,0.702046037,0.725579864,25
SFU01,control,submax10,before,0.000424264,3.255362637,0.022029595,0.728737075,0.823871075,0.724861329,26
SFU01,control,submax10,before,0.000293,2.05615795,0.020419306,0.862497286,0.83636839,0.794911113,27
SFU01,control,submax10,before,0.000227975,1.519870876,0.020215987,0.485653475,0.917092452,0.364853087,28
SFU01,control,submax10,before,0.000371779,1.716482405,0.019835539,0.489605768,0.724694761,0.619474771,29
SFU01,control,submax10,before,0.000389433,1.938422149,0.0214047,0.207234073,0.604989388,0.538079901,30
SFU01,control,submax10,pre,0.000614102,3.573576896,0.022119216,0.304406288,0.221881251,-0.409972725,1
SFU01,control,submax10,pre,0.000568644,10.58400398,0,0,0,0,2
SFU01,control,submax10,pre,0.000404065,3.478058142,0.019435669,0.211640251,0.359885267,-0.390734188,3
SFU01,control,submax10,pre,0.00080188,4.123750892,0.021421031,0.538386487,0.578155922,0.547553073,4
SFU01,control,submax10,pre,0.00049667,10.04312547,0,0,0,0,5
SFU01,control,submax10,pre,0.000439398,4.955525009,0.020174331,0.064897228,0.521264923,0.466507147,6
SFU01,control,submax10,pre,0.000409535,4.123468892,0.021069175,0.224394313,0.477319807,0.408673726,7
SFU01,control,submax10,pre,0.0004834,10.05176394,0,0,0,0,8
SFU01,control,submax10,pre,0.000276278,4.221253925,0.020656218,-0.332648913,0.339158224,0.121671281,9
SFU01,control,submax10,pre,0.000465049,7.324851964,0,0,0,0,10
SFU01,control,submax10,pre,0.000348412,1.7240372,0.007031221,0.187255026,0.197754225,0.054086743,11
SFU01,control,submax10,pre,0.000229349,1.721151816,0.020478712,0.51981307,0.465870403,-0.024923686,12
SFU01,control,submax10,pre,0.000368299,1.455304519,0.020673064,0.182148198,0.672863173,-0.412286344,13
SFU01,control,submax10,pre,0.000506258,1.9658756,0.021544786,0.597056606,0.404799289,0.074204313,14
SFU01,control,submax10,pre,0.00049788,1.858414099,0.021383817,0.455428253,0.727825336,0.380543543,15
SFU01,control,submax10,pre,0.000486712,2.30084979,0,0,0,0,16
SFU01,control,submax10,pre,0.000466484,4.871649135,0,0,0,0,17
SFU01,control,submax10,pre,0.000238531,18.56308778,0,0,0,0,18
SFU01,control,submax10,pre,0.000313406,5.605809541,0,0,0,0,19
SFU01,control,submax10,pre,0.000461427,2.337310007,0.019929233,0.459709041,0.8307986,0.479499168,20
SFU01,control,submax10,pre,0.000273825,2.775790367,0.01911339,-0.132078942,0.853370629,0.10831331,21
SFU01,control,submax10,pre,0.000258584,3.709019584,0.021335642,0.648770614,0.556753654,0.89857625,22
SFU01,control,submax10,pre,0.000423904,8.893694527,0,0,0,0,23
SFU01,control,submax10,pre,0.000532642,14.78118187,0,0,0,0,24
SFU01,control,submax10,pre,0.000355982,9.097867053,0,0,0,0,25
SFU01,control,submax10,pre,0.000223408,7.622686115,0,0,0,0,26
SFU01,control,submax10,pre,0.000146131,15.14526813,0,0,0,0,27
SFU01,control,submax10,pre,0.000208852,9.336567099,0,0,0,0,28
SFU01,control,submax10,pre,0.000256915,13.34494798,0,0,0,0,29
SFU01,control,submax10,pre,0.000248704,1.269540031,0.014602031,0.175742262,0.382800455,-0.497549128,30
SFU01,control,submax10,post,0.000714891,1.352437391,0.019722214,0.580580107,0.588751728,0.648326344,1
SFU01,control,submax10,post,0.000416185,1.853160627,0.020630807,0.610283538,0.874203559,0.415739235,2
SFU01,control,submax10,post,0.000280509,0.789803761,0.011311498,0.370816348,0.06938474,0.307608926,3
SFU01,control,submax10,post,0.000674603,1.638715527,0.021393985,0.668975667,0.518260947,0.864310264,4
SFU01,control,submax10,post,0.000552582,1.850808057,0.021472103,0.684420936,0.723353609,0.72487103,5
SFU01,control,submax10,post,0.000367028,1.005085305,0.017688487,0.139177588,0.230300381,0.271867684,6
SFU01,control,submax10,post,0.000390573,1.60243567,0.014364497,0.83197485,0.744486335,0.807730613,7
SFU01,control,submax10,post,0.000259117,1.083063626,0.016173536,0.763046751,0.754529811,0.714846001,8
SFU01,control,submax10,post,0.000267413,0.937923674,0.01693065,0.540298282,0.399553756,-0.19140835,9
SFU01,control,submax10,post,0.000398643,0.739017039,0.011732352,0.377317261,0.141731729,0.31226844,10
SFU01,control,submax10,post,0.000579083,1.434183819,0.012868885,0.260239443,0.103820534,0.428408891,11
SFU01,control,submax10,post,0.000385098,1.797686707,0.020748256,0.542861226,0.918578463,0.69289647,12
SFU01,control,submax10,post,0.000233178,0.859532935,0.014397701,0.248261433,0.692078682,0.229277287,13
SFU01,control,submax10,post,0.000275664,0.9233173,0.011670074,0.743451196,0.695944544,0.354067692,14
SFU01,control,submax10,post,0.000429954,1.495474505,0.021083337,0.474169444,0.78272286,0.747652134,15
SFU01,control,submax10,post,0.000456241,1.576842607,0.018879699,0.774208544,0.712775025,0.797479862,16
SFU01,control,submax10,post,0.000216758,1.338468242,0.017131128,0.556428031,0.777901415,0.592971233,17
SFU01,control,submax10,post,0.000388643,1.638700234,0.010295767,0.245184178,0.039952964,0.859222494,18
SFU01,control,submax10,post,0.00030682,0.898851045,0.012806293,0.260059963,0.748766846,-0.132937037,19
SFU01,control,submax10,post,0.000356084,1.359113958,0.018612241,0.585070976,0.735394301,0.784533262,20
SFU01,control,submax10,post,0.000368095,1.613228638,0.021696536,0.831252928,0.919666206,0.865370741,21
SFU01,control,submax10,post,0.000465883,1.653866233,0.021958586,0.627292344,0.721080712,0.772482747,22
SFU01,control,submax10,post,0.000296739,1.308979107,0.019961818,0.567159511,0.570312581,0.723854518,23
SFU01,control,submax10,post,0.000166079,1.08667166,0.020004477,0.224815055,0.549971206,0.335588673,24
SFU01,control,submax10,post,0.000299103,0.726887919,0.010968811,0.423603905,0.62500518,0.78455857,25
SFU01,control,submax10,post,0.000426484,0.856358974,0.019143283,0.466320921,0.766702118,0.721431983,26
SFU01,control,submax10,post,0.000308921,0.983624531,0.019771541,0.526722439,0.803415714,0.393554495,27
SFU01,control,submax10,post,0.000363337,1.193376808,0.020537813,0.248130837,0.349151488,0.729492541,28
SFU01,control,submax10,post,0.000297613,1.690700777,0.021189356,0.505226412,0.832416626,0.79172172,29
SFU01,control,submax10,post,0.000457823,1.112094432,0.020619193,0.663546988,0.726801278,0.807843768,30
SFU01,control,submax35,before,0.002449056,2.422077192,0.019312998,0.510157274,0.559647708,0.97467354,1
SFU01,control,submax35,before,0.002717309,2.842375816,0.021549836,0.649262498,0.808250866,0.810409029,2
SFU01,control,submax35,before,0.001927379,2.014596262,0.01917937,0.27924439,0.207654944,0.706677031,3
SFU01,control,submax35,before,0.000823356,1.49478869,0.016467048,0.331429552,0.828897122,0.520873209,4
SFU01,control,submax35,before,0.001093728,2.590398085,0.021255392,0.451651378,0.660378336,0.845028765,5
SFU01,control,submax35,before,0.001402629,2.077231886,0.020760007,0.484239965,0.674956394,0.634435531,6
SFU01,control,submax35,before,0.000832509,2.197341022,0.019590363,0.889531321,0.95271761,0.817131083,7
SFU01,control,submax35,before,0.001142228,2.230318235,0.020566676,0.894953936,0.648653122,0.692390274,8
SFU01,control,submax35,before,0.000853857,1.356115578,0.015882751,0.29744428,-0.085444297,0.67787495,9
SFU01,control,submax35,before,0.001337152,2.787953324,0.021154166,0.796054566,0.87100417,0.948757564,10
SFU01,control,submax35,before,0.000662603,1.07138615,0.018865714,0.223588669,0.100560477,0.564162177,11
