subject,day,level,time,meanDR,meanCVISI,meanSDISI,f_sd,w1_fpc_sd,w5_fpc_sd,cst_sd,w1_expl_max_mean,w5_expl_max_mean,w30_f_cst_r,w30_f_cst_lag,w30_w1_f_fpc_r,w30_w1_f_fpc_lag,w30_w1_fpc_cst_r,w30_w1_fpc_cst_lag,w30_w1_fpc_sumfpc_r,w30_w1_fpc_sumfpc_lag,w30_w1_sumfpc_cst_r,w30_w1_sumfpc_cst_lag,w30_w1_f_sumfpc_r,w30_w1_f_sumfpc_lag,w30_w5_f_fpc_r,w30_w5_f_fpc_lag,w30_w5_fpc_cst_r,w30_w5_fpc_cst_lag,w30_w5_sumfpc_cst_r,w30_w5_sumfpc_cst_lag,w30_w5_f_sumfpc_r,w30_w5_f_sumfpc_lag,w1_f_fpc_r_sd,w1_f_fpc_r_min,w1_f_fpc_r_max,w1_f_cst_r_sd,w1_f_cst_r_min,w1_f_cst_r_max,w5_f_fpc_r_sd,w5_f_fpc_r_min,w5_f_fpc_r_max,w5_f_cst_r_sd,w5_f_cst_r_min,w5_f_cst_r_max,w1_expl_max_sd,w1_expl_max_min,w1_expl_max_max,w5_expl_max_sd,w5_expl_max_min,w5_expl_max_max
SFU01,stretch,submax10,before,8.47027265065944,15.3823729618878,18.7395565399638,0.000660117672547007,,,,78.3375729012076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86176500653671,73.2462157912294,90.0332169456895,,,
SFU01,stretch,submax10,pre,10.1806488078292,14.0533074772618,14.8322615899759,0.000731929515591577,3.64763170672934,1.6589596970683,2.20109279252428,59.8026762222782,49.1464917564958,0.689805175171734,-52,0.682859710627333,-119,0.861948963366739,-96,0.892065528067206,-3,0.851560575778148,-94,0.636631760091771,-116,0.717816731580499,-129,0.863361885874257,-113,0.906264909113004,-113,0.691923288865419,-152,0.341564874173742,-0.418678789839496,0.981862449317062,0.302101232158178,-0.115756810606574,0.937023275468233,0.109458528512935,0.534879226466157,0.858457705084502,0.0990864212993354,0.507394527625357,0.77876356997875,13.5221244499094,38.1486087093344,84.711837539842,12.1201757269018,36.3949409716316,70.3858086355612
SFU01,stretch,submax10,post,9.50212195257103,14.6696436559838,16.1408770020557,0.000694667287485751,3.53922149891694,1.64850674431507,1.5432682909,54.2646913679103,46.9342934804532,0.672917655651929,-70,0.54738966355067,-147,0.76281810718387,-96,0.929217648299913,-8,0.746182198858632,-89,0.446657942416611,-127,0.595976385961975,-152,0.782583028487561,-106,0.813998694621075,-108,0.612180025287905,-137,0.307598984313513,-0.28212678202206,0.904162007848427,0.226545230067692,-0.13948390414717,0.850134896470974,0.170252930541471,0.327673343277454,0.822191909321402,0.177831258646457,0.312899098352454,0.82793101066084,12.2889760636527,37.7175095328726,84.5799189084744,7.04507502575336,37.9640305212331,55.2945026457386
SFU01,stretch,submax35,before,11.7186287894036,16.9263334648266,15.749941200994,0.0019032041480728,3.96597274542829,1.71721914960095,3.53110132686142,66.5246075066914,65.3051254303796,0.531057091352248,-32,0.589960819861235,-73,0.851190331078483,-77,0.968812007003541,-8,0.868356875462555,-74,0.625938739021205,-57,0.665328791364897,-81,0.764105856608206,-94,0.792585576107717,-98,0.687543553292755,-92,0.335029090474331,-0.182164149654833,0.90117170755748,0.32036158568203,-0.244895390230114,0.86279406294659,0.185341248809274,0.526359658147805,0.788471765881046,0.00857899988171778,0.575473582213744,0.587606120198067,12.5914798669937,38.1505834544896,87.7410375805965,13.1703057058863,55.9923129554475,74.6179379053117
SFU01,stretch,submax35,pre,12.9412325958044,14.6777536524475,12.7655072736876,0.00182095837743516,3.83977350213425,1.77981621339959,2.72195887615657,60.1566331438703,51.870953602781,0.763108661688392,-210,0.755676702556189,-72,0.872046528046561,-66,0.980555285100956,0,0.911005742657266,-72,0.720004790295401,-74,0.735924560455537,-99,0.91109439437036,-93,0.922754985579655,-92,0.723534092251391,-99,0.104412295436209,0.567081391934495,0.982927045876531,0.207518251026755,0.210251772185966,0.963346743205629,0.149387828296726,0.499215949115761,0.911363616019634,0.116048810176839,0.551989048675696,0.844823000884347,11.4519026408444,40.6292964952412,83.8921843072502,10.6408356412223,32.6011876968332,64.1830550176683
SFU01,stretch,submax35,post,12.8331667046418,14.5858871860818,12.7904932036937,0.00197983724954991,3.56627547616154,1.65541138709498,2.60622564021613,57.2510309472669,43.9882965784548,0.783241459780965,4,0.742388071756668,-76,0.894334033640321,-64,0.946929069183211,0,0.878319798573288,-57,0.729577465067915,-66,0.787083593255709,-89,0.933901942955631,-77,0.924452682949734,-80,0.774762177874024,-88,0.305427722683661,-0.450609298967508,0.976462782705658,0.203632034030769,0.135092069194664,0.92423195561904,0.0984418918560418,0.680088288235955,0.895011322982115,0.0535774039861026,0.582893110946881,0.693231891927187,10.9991529444844,35.3316796371565,77.3557042101593,7.73650133551813,35.5441250536064,56.6968835982971
SFU01,control,submax10,before,8.9771271683421,16.1623764161577,19.3259842089095,0.000425179094028913,4.01749240596163,1.84721611316644,1.79416660227096,68.0117215080319,65.5849348485235,0.532180710803402,136,0.527017595651985,-155,0.903119877787648,-117,0.99494475842637,-3,0.889975855107547,-122,0.503034188616713,-158,0.508981605234086,-170,0.924823041692703,-132,0.924250999404451,-135,0.490844085468932,-171,0.320881849086142,-0.372790246289404,0.916461873356923,0.226084861451827,0.0702528575465294,0.862497286324299,0.30565147369539,0.0342405541527745,0.779044728908438,0.224779819558124,0.191130061595883,0.754777304409194,9.9047144190281,43.4963037066472,86.9595188010952,3.5880499696197,60.8630966615283,69.5152591007666
SFU01,control,submax10,pre,8.9618022536329,12.0172492080021,14.1720303046858,0.000413719875964514,3.39627390368477,1.28922159760574,3.48018799174772,65.9520122900146,47.7742466822656,0.182030198371799,-1341,0.0708051580871096,-200,0.542794623620084,-148,0.875653600075461,-18,0.49699818318799,-137,0.0765581083929295,-200,-0.0130625952551943,-200,0.30001692331993,-51,0.304030970666525,-108,0.0574578173521034,-200,0.416061807916944,-0.497549128210962,0.898576250411309,0.274132686069537,-0.33264891307143,0.648770613593508,0,-0.043539793905218,-0.043539793905218,0,0.163160782355883,0.163160782355883,11.381296814073,47.6726300706805,90.4026381476876,0,47.7742466822656,47.7742466822656
SFU01,control,submax10,post,9.45320603246913,11.8475245526869,12.7260246888435,0.00040515995542935,3.41985434530461,1.52958080653389,1.3300091955893,58.2910618152106,45.5147534539605,0.601973010469819,377,0.613874289611954,-190,0.837287207572409,-105,0.691390111048961,0,0.696508077982009,-85,0.539247895575293,-119,0.538041644802716,-165,0.806413988768136,-110,0.510861189458463,-107,0.395673805928239,-152,0.285600354864132,-0.191408350152373,0.865370741219018,0.196092316783082,0.139177588101557,0.831974850100541,0.402927227125273,-0.179490162329752,0.740090228257146,0.0785500800243966,0.505316760076664,0.698468305213484,10.0873467369222,41.5989260644278,80.1343079451781,5.227202402959,38.878016437598,51.1328514377411
SFU01,control,submax35,before,11.0480973181971,18.1938010287051,18.1901773780115,0.00115079075182879,3.67545996741014,1.71133132366522,1.91556551401865,61.8505717610077,50.0583128342917,0.764445187764465,-334,0.686475811260169,-117,0.862408470428025,-101,0.914528588711166,-12,0.84699836653356,-114,0.611825948043903,-126,0.744482887966863,-119,0.886546801153748,-111,0.890465456535309,-124,0.673449008024321,-128,0.263718150088366,-0.379848247534587,0.985088288901483,0.226911357327371,0.195040734315354,0.894953935522075,0.0901204018464507,0.64548815362791,0.869939025881842,0.0730928413127599,0.594022038952551,0.775571697041232,9.51512547096359,39.6150835440399,81.6436875697647,6.91604516618124,42.3349803456755,58.0718565533189
SFU01,control,submax35,pre,11.7935790459546,14.5633886159033,14.1804867652155,0.00101073466112091,2.9751907584974,1.41395635850591,1.13534190715443,51.6710192513427,41.971376280125,0.599063625562476,97,0.610841492044544,-87,0.735150658408559,-56,0.722853076619713,12,0.755457930377352,-69,0.415228101068454,-62,0.672615602277582,-94,0.725422538955155,-70,0.801285879528812,-77,0.466465997116851,-76,0.357985738847214,-0.443388229176284,0.916185387766035,0.194810193719491,0.0965339056792919,0.882729184139272,0.463356179456961,-0.110068041722212,0.871574381449296,0.0464690561578668,0.554968009980874,0.696650094423603,10.0557011503285,36.3931277633659,73.2679414946841,7.26883597018478,31.6412859303773,53.3992423671939
SFU01,control,submax35,post,11.953187930058,12.9692144964378,12.3996175715932,0.00128335086564926,3.36548932375702,1.36650523945668,1.42873309070329,53.4099517699904,38.3870056353081,0.695380572859199,-110,0.661685082453733,-51,0.794600092814946,-50,0.774759423353406,-4,0.777034730051596,-62,0.558660653219688,-60,0.667789340759998,-49,0.704906151454654,-56,0.772394581252332,-77,0.573172026730213,-71,0.413374194394795,-0.364672483961503,0.977258755568699,0.222380570175463,0.0582199315114722,0.926319107844588,0.221461933793886,0.389803375724278,0.921831637485073,0.103274563910659,0.583755290876233,0.803885363424549,10.7239804222728,34.7591514589482,73.2967061292632,8.74847496819623,30.9877204326229,52.4574132292549
SFU02,stretch,submax10,before,8.77411073372796,9.350877048897,11.5447349155968,0.000425787808426324,3.77854782600294,1.7586564565387,0.479613451104305,71.8064377131305,71.1035365221904,0.312804471208551,184,0.37622927525357,-105,0.710673729675715,-135,0.953087057267833,-2,0.625715820641748,-133,0.35049026883759,-81,0.405448492904801,-114,0.832381038090318,-170,0.782270979252636,-171,0.384306362041131,-112,0.304228224469406,-0.170625392723773,0.923826064673498,0.245638129371259,-0.153184962645568,0.796166168013312,0.275348971188846,-0.0303172113075959,0.811887885691078,0.252114232006497,0.0265066615158207,0.751187631286314,15.4535174839482,40.8252137805949,98.4869162544193,16.103161606928,51.7878979366948,88.1503167968023
SFU02,stretch,submax10,pre,8.38379001126041,12.1462823915803,15.1409706498769,0.000336817419346415,3.86368414565349,1.79765291979298,0.506941891788928,65.7459146744482,60.3169231975672,0.424310141426287,-382,0.414791730587333,-154,0.888209430265726,-119,0.981608470969399,-3,0.85909581697519,-124,0.388064545747267,-133,0.456458164426981,-179,0.906377168787136,-132,0.893971581977017,-140,0.4319178049953,-172,0.283262162091289,-0.241023282616479,0.823092733492215,0.239170668419153,-0.14042195780877,0.765425496893791,0.175434452379379,0.260203030739701,0.669968591886522,0.18189285941022,0.0745105294025449,0.542550714069981,12.1334821351777,42.6195412574657,84.2808412862315,10.9856233433855,41.6084025277646,75.5393828724502
SFU02,stretch,submax10,post,8.66385115471995,8.84723424748502,10.6307196523635,0.000422629191214369,3.91977591341179,1.79447579036187,0.603130390329963,66.5814821030425,60.0332116131404,0.246173405785523,7,0.300368332164744,-119,0.827035125380696,-101,0.984382603107221,-5,0.803816012165316,-111,0.307430705612866,-123,0.303333330357575,-123,0.887551207407034,-109,0.882042553236147,-117,0.311927389662499,-113,0.248963074987497,-0.193598944581157,0.890589295499747,0.193727508881124,0.0570603567613041,0.820837565561721,0.155210514385796,0.146289879680678,0.5840686046332,0.138438939824335,0.0665489176698235,0.47270091757135,14.3387090304873,36.8503004897656,94.0017729512256,12.5862692155333,50.3199896793149,80.7720070950763
SFU02,stretch,submax35,before,11.3020173482092,13.5367903415056,13.7759466178661,0.0013220312178844,3.73980798686128,1.72790312361415,3.0610737860991,58.3378924377726,45.0656003255912,0.744047709848738,86,0.738712787203312,-125,0.882638082459083,-87,0.967711052121965,0,0.883639527373047,-81,0.738166978716793,-108,0.73225043994498,-125,0.862782049470569,-96,0.871376422186487,-97,0.728279366130101,-116,0.185538942826259,0.120699205285005,0.909295527245636,0.193076505414508,0.0606571592179107,0.880988913887189,0.0839883375236674,0.629854187263753,0.8239655306518,0.160498312782783,0.367277278625204,0.79911380192546,12.3403320810653,32.6560381989548,77.9709419568534,9.69379427366588,35.354343021434,57.0040495164448
SFU02,stretch,submax35,pre,11.0246528709877,13.9065859469232,14.3193955231618,0.00150939567390695,3.72451102616371,1.77284667383174,2.87041199406339,53.2543350571025,47.442271272843,0.71760653297816,-105,0.647831695525072,-138,0.900378881485034,-92,0.983426376373389,-3,0.883534402076375,-97,0.631368207080849,-128,0.663644632991891,-145,0.915546951236153,-104,0.93404403210521,-108,0.666434414726293,-138,0.302492894372458,-0.274815832301665,0.910498203864429,0.218401974928338,0.016698874703833,0.905942540920711,0.118130331849194,0.549872073571831,0.84557527707508,0.141561504284649,0.413544858086923,0.807523138148021,11.9985711284745,36.7119744200613,78.0604974158712,10.0334011056149,37.2563620910856,61.3075834622732
SFU02,stretch,submax35,post,11.7462333505481,13.6411810047636,12.8858369849885,0.00116770322708485,3.08855302717152,1.35321157174216,3.11667893841629,58.5400325824055,41.768134666183,0.779163390090623,247,0.583408202083091,-102,0.730964034255546,-73,0.83654672247945,30,0.759983355769434,-68,0.6522885485574,-93,0.559516554410931,-124,0.698130588729251,-101,0.657546413478987,-85,0.542522216171389,-96,0.234032169751902,0.148165961729941,0.913449824278607,0.222349751165041,0.101637598021591,0.959822610832666,0.212456279499229,0.235556767598828,0.77129241363655,0.0643672250341423,0.651941195318355,0.835571635824056,10.3053224166635,44.396834219772,79.5630883382348,5.44803394124936,37.6815060811876,52.4266526095324
SFU02,control,submax10,before,8.7618629333604,9.53841364166491,11.6722654820249,0.000517934415860335,3.79027799141345,1.80331756767043,0.7450151402216,64.9384959225977,58.7314445931636,0.502586425453557,120,0.476820999504125,-200,0.814539125700827,-130,0.967418851871011,18,0.811055085461813,-105,0.478861583880399,-126,0.549223283566361,-200,0.873800491290019,-135,0.882214631938528,-112,0.549568225596953,-166,0.232679952341538,-0.0841972650659126,0.85619576428667,0.198748488494953,-0.0710457813552424,0.81615446805903,0.164233665399695,0.262145643510715,0.750590032411926,0.168506590077024,0.258493311123454,0.703500054194586,11.9168268025784,45.0045234469784,85.6014100548582,6.71852796903724,52.0222270004325,66.1090621899339
SFU02,control,submax10,pre,7.83158705351063,13.4796335788184,17.8760954986502,0.000466882955164936,4.12183171741514,1.87243706646734,1.06238282364856,78.356707610282,75.6162270939621,0.669597874935741,-125,0.636189283728701,-173,0.826934430543321,-126,0.99821138245235,0,0.816748496655013,-121,0.619190180223999,-160,0.667581680706767,-162,0.878918820574173,-132,0.870184096472537,-130,0.658458558385303,-153,0.236135617313657,-0.00539520905529504,0.931437730157414,0.257538129276218,-0.00155969557476849,0.875799124290018,0.153079235925178,0.444189612508019,0.838218051497498,0.218415645746028,0.286141459731089,0.793109269288237,12.5558332640231,42.4279576558768,96.5421647369274,10.9339893722469,60.9943057360731,91.4338816528731
SFU02,control,submax10,post,8.34714508922305,10.396066396899,13.2137925097942,0.000417578671115502,3.93714848914232,1.81330294344822,0.388407108822577,76.9131022724461,74.4488381698015,0.506158556106541,371,0.467126567355773,-137,0.804063610459056,-132,0.939456931589867,-2,0.839661789824475,-122,0.46948202329762,-135,0.519130604150314,-159,0.885977276529318,-140,0.901403932830593,-141,0.535803932866921,-146,0.228811508151826,-0.066633112422632,0.830267723233967,0.174236601115912,0.152031837034063,0.760727970999826,0.0901062538930373,0.431594082381277,0.644410703949031,0.132700622496741,0.283213712510453,0.659788208441942,13.7284235537556,46.8696934461594,94.8334196364516,7.78107480849606,63.0643513954931,83.0883728868114
SFU02,control,submax35,before,11.5549409593208,16.9325459096989,17.1634106456267,0.00198944361287873,3.66254869163057,1.7186774339808,2.62621582596805,55.0561571839038,50.2629000119148,0.755979194922564,-57,0.689846587624147,-120,0.853155361885551,-90,0.970322960989996,7,0.83656765253376,-84,0.645599969896951,-116,0.712354691069832,-121,0.884235154801531,-107,0.893710894134268,-99,0.695601425456402,-108,0.265106725007686,-0.0886056193411697,0.969249161474179,0.279676001883667,-0.109372157214431,0.930954229031825,0.05856400743222,0.66581090397521,0.839058090042436,0.0750727111422358,0.646887186354822,0.876671697140041,11.9240512541153,38.704120655219,81.548537791403,10.9652258705931,40.2612673864714,65.314666974283
SFU02,control,submax35,pre,11.3070969746392,14.7931295514506,14.3608080934331,0.00142133133319786,3.6329552373128,1.65244910031485,2.68814416678355,55.7319259639151,47.9152665190115,0.727769732122951,204,0.656862083293311,-114,0.864456504136356,-79,0.9674782723138,-5,0.857302035605483,-78,0.65109029895869,-96,0.678687026506869,-115,0.913672078976704,-86,0.893692433529132,-91,0.642970559984252,-114,0.208373334489589,0.0851567126343623,0.983070850870272,0.214063293656805,0.148198423113858,0.964132379810312,0.278021952918157,0.0896018418529877,0.789037639931594,0.164786619586467,0.348305884778829,0.79366831160972,10.1375748140258,40.3688937857869,81.8212223905828,6.63208658621527,39.4760369896958,55.420132673612
SFU02,control,submax35,post,12.260075077395,10.3795303411592,9.09808610834976,0.00107384146186658,4.01209829232807,1.80041895114473,2.67592891624342,66.8911018936926,59.6930131069663,0.827817129942159,-233,0.730179951706221,-85,0.908918983280352,-72,0.987783059629135,1,0.918919744057661,-68,0.750460115808717,-75,0.771157369839558,-100,0.949962364975748,-85,0.951932378321643,-83,0.75748087015136,-88,0.203999915704428,0.212277831925244,0.934882998961921,0.18111833448902,0.314813394077101,0.956574054739227,0.0580167849745223,0.739649096150961,0.887561975090876,0.0623824610877699,0.728720684419988,0.902591845198648,13.0644480905409,35.596998015933,86.7087169435417,13.7448640305096,38.0023447206462,72.510891019476
SFU03,stretch,submax10,before,8.33981267564956,14.1874576608735,17.196162542752,0.000442385352860524,2.42346411497847,1.05866630598018,0.569771214243703,63.405460265174,51.3898471483758,0.61978737939083,-123,0.105851467476415,-95,0.202397508480669,-21,0.358417870592397,-61,0.461070460702814,-1,0.324737448857055,-69,0.0864480822691205,200,0.15375574805524,4,0.229106674743472,115,0.0762283027221825,94,0.273245171795765,-0.0354144304754094,0.937895891069043,0.285245525823138,-0.37470453185062,0.951014663307042,0.272397820616549,-0.132248772121805,0.567676902029956,0.103028118871336,0.458049331592118,0.73004218749767,13.7684540541718,36.8369593413412,89.8001187929174,12.3225178605494,29.3524955451785,63.9678081630061
SFU03,stretch,submax10,pre,9.39791957039464,16.8851186197474,19.0725066974532,0.000572343684045719,2.62230783726063,1.09259339332459,1.22980859730846,59.6907863632746,45.4534351900592,0.480634525367296,243,0.21108300630205,200,0.0347588363055155,200,-0.00953383827542025,-11,0.528715980838984,-68,0.248003276392127,-141,0.354059943857146,200,0.220985641976609,200,0.384533511120408,-88,0.172207225026722,-158,0.302454105716576,-0.117973570402802,0.936684765052518,0.253593144149763,-0.192463024722075,0.859462691226149,0.173231139210412,0.204167680661082,0.651460994389973,0.125077505580904,0.363399990099377,0.684724009432511,12.5354182917442,40.1415240152019,80.9639733395629,12.3865825105319,30.2113692999473,62.9643499161048
SFU03,stretch,submax10,post,8.70200978854252,18.3298360572167,20.6100832171084,0.000302976297936155,2.51692612197298,1.1224252032445,1.26610341567062,60.6832941256371,50.8868281543161,0.53795173664276,48,0.0621695984948206,200,-0.0433486523100073,200,-0.282117767060142,-200,0.642929962876802,-77,0.347031165796608,-80,-0.118032250861823,200,-0.104393571865203,200,0.585554931021171,-113,0.300812248553595,-157,0.355396221925542,-0.445816413856209,0.913861530662351,0.24317318374981,0.00150092769909449,0.831394720120843,0.239093428012058,-0.0612684775229435,0.574353237352855,0.126691110472643,0.348178533095969,0.7076076329742,12.2037381312446,37.2574202736223,81.8569587182606,10.732799220914,34.1636617149897,61.8308428189195
SFU03,stretch,submax35,before,12.1267647659202,15.414213753699,14.1324798694168,0.0017332797421978,2.51309956789525,1.16552040596625,0.936120800968306,62.0113954776791,49.3159068068538,0.794073589775462,-38,0.220101368786867,40,0.203252128693789,36,0.21092117065623,-102,0.551141964346339,-40,0.478985801318725,-77,0.247372758547208,-21,0.345210147845843,-10,0.303801123600537,-90,0.298728526194969,-92,0.268909899935687,-0.155257268793693,0.890296918925371,0.285385849817362,-0.369973959063335,0.968850262688455,0.0784354332249879,0.265112701777832,0.48814846674968,0.0527391684296056,0.735036534883146,0.872107264956541,8.39790174172502,48.2292671829012,78.1809792335207,7.55188637594389,36.6047692196239,58.4996687969912
