subject,day,level,time,cst_sd,cst_mean,cst_cv,f_sd,f_mean,f_cv,hpf_cst_sd,hpf_f_sd,bad_wins,window
SFU01,stretch,submax35,pre,3.103643653,69.76883851,5.861143914,0.002380895,0.218158097,1.091362296,3.103643653,0.001632225,0,5
SFU01,stretch,submax35,pre,2.417475256,67.87628318,4.708755034,0.003360789,0.215143476,1.562115339,2.417475256,0.002059718,0,6
SFU01,stretch,submax35,post,3.024726224,73.23823613,5.002051674,0.00369618,0.216624479,1.706261322,3.024726224,0.001896536,0,1
SFU01,stretch,submax35,post,2.835163942,71.38193289,5.435750911,0.004937987,0.218331784,2.261689653,2.835163942,0.00255948,0,2
SFU01,stretch,submax35,post,2.749019222,70.94012916,4.682373489,0.003844672,0.2188183,1.757015655,2.749019222,0.001871358,0,3
SFU01,stretch,submax35,post,2.087705236,70.57602987,6.028798944,0.004450316,0.220114292,2.021820697,2.087705236,0.001443973,0,4
SFU01,stretch,submax35,post,2.136009663,69.93157318,4.391399183,0.002404474,0.218165919,1.102130882,2.136009663,0.001665682,0,5
SFU01,stretch,submax35,post,2.137696695,69.36586401,4.156460425,0.002797442,0.218290682,1.281521269,2.137696695,0.00165773,0,6
SFU01,control,submax10,before,1.305789301,35.90780582,7.883367852,0.001273412,0.044039841,2.891499947,1.305789301,0.000619655,0,1
SFU01,control,submax10,before,1.352242263,36.67577317,5.0503102,0.00082368,0.044969383,1.831646003,1.352242263,0.000337035,0,2
SFU01,control,submax10,before,1.654042259,33.96767466,7.648456206,0.000743091,0.044459987,1.671370791,1.654042259,0.000407768,0,3
SFU01,control,submax10,before,2.25140106,36.48667567,11.10243496,0.000613894,0.043499501,1.411266028,2.25140106,0.000347682,0,4
SFU01,control,submax10,before,1.726203027,36.78892991,8.367137004,0.000822679,0.044529175,1.847506271,1.726203027,0.000402645,0,5
SFU01,control,submax10,before,2.189072116,37.8066112,8.297797937,0.000982963,0.044582604,2.204812926,2.189072116,0.000366344,0,6
SFU01,control,submax10,pre,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1
SFU01,control,submax10,pre,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2
SFU01,control,submax10,pre,1.833476986,54.46131541,3.136397198,0.000993643,0.046487349,2.137449081,1.833476986,0.000438791,0,3
SFU01,control,submax10,pre,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4
SFU01,control,submax10,pre,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5
SFU01,control,submax10,pre,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6
SFU01,control,submax10,post,1.560463395,53.4204857,3.794511456,0.00110136,0.046026672,2.39287416,1.560463395,0.000581753,0,1
SFU01,control,submax10,post,1.129504854,54.74454129,2.63710401,0.000641692,0.046628542,1.376177938,1.129504854,0.000325586,0,2
SFU01,control,submax10,post,1.363091447,55.22789014,3.947896856,0.000735898,0.046631789,1.578103125,1.363091447,0.000411841,0,3
SFU01,control,submax10,post,1.416656921,56.55593008,3.434393751,0.001084335,0.046785488,2.317672896,1.416656921,0.000358196,0,4
SFU01,control,submax10,post,1.327377613,58.38649254,2.955057304,0.000586779,0.046751975,1.255090085,1.327377613,0.000354024,0,5
SFU01,control,submax10,post,1.218766697,56.07061238,2.707099199,0.000803983,0.047052865,1.708679404,1.218766697,0.000339592,0,6
SFU01,control,submax35,before,2.365156446,37.67382477,9.379869347,0.002734297,0.185626142,1.473013108,2.365156446,0.002005805,0,1
SFU01,control,submax35,before,2.206584625,45.11460465,9.554625927,0.002037098,0.188092574,1.083029661,2.206584625,0.001158631,0,2
SFU01,control,submax35,before,1.914822304,45.72817975,6.921058687,0.0019422,0.189205396,1.026503628,1.914822304,0.001009464,0,3
SFU01,control,submax35,before,1.615552235,43.90927761,8.354205011,0.001958581,0.189510576,1.033494515,1.615552235,0.000736402,0,4
SFU01,control,submax35,before,1.552980435,43.06011129,6.020978184,0.001409808,0.189976307,0.742096585,1.552980435,0.000613143,0,5
SFU01,control,submax35,before,1.250836568,39.91669767,4.2341276,0.001029982,0.189230332,0.544300667,1.250836568,0.000525195,0,6
SFU01,control,submax35,pre,1.097917128,57.95581304,8.31880124,0.002545208,0.188262558,1.351946069,1.097917128,0.001090795,0,1
SFU01,control,submax35,pre,0.816795701,58.73993826,2.928892752,0.001184101,0.190032546,0.62310454,0.816795701,0.000761768,0,2
SFU01,control,submax35,pre,1.066981923,61.37019301,3.199895631,0.002227248,0.190514445,1.169070431,1.066981923,0.000898054,0,3
SFU01,control,submax35,pre,0.982054413,58.7662857,2.631018849,0.002138474,0.190615099,1.121880751,0.982054413,0.001171986,0,4
SFU01,control,submax35,pre,1.407087493,58.72023461,4.338583999,0.002680701,0.191633276,1.398870184,1.407087493,0.001175197,0,5
SFU01,control,submax35,pre,1.335243443,56.50018266,3.198960733,0.002099057,0.190845678,1.099871506,1.335243443,0.000876293,0,6
SFU01,control,submax35,post,1.264487051,59.09289489,4.086246912,0.002476951,0.189057039,1.310160876,1.264487051,0.001232338,0,1
SFU01,control,submax35,post,1.166934355,59.74278734,4.876455385,0.002814083,0.190138716,1.480015959,1.166934355,0.001309759,0,2
SFU01,control,submax35,post,1.090931581,58.95320943,5.21059964,0.002341183,0.187751938,1.246955329,1.090931581,0.001055886,0,3
SFU01,control,submax35,post,1.856880166,61.3966705,4.341266682,0.002692984,0.189280861,1.422744798,1.856880166,0.001879402,0,4
SFU01,control,submax35,post,1.023573153,61.00308574,2.194361349,0.001589973,0.18897219,0.841379162,1.023573153,0.000707923,0,5
SFU01,control,submax35,post,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6
SFU02,stretch,submax10,before,0.371133915,8.775490296,5.280689645,0.000890689,0.089203798,0.998487412,0.371133915,0.000562213,0,1
SFU02,stretch,submax10,before,0.480189991,9.037300882,6.006107275,0.000784113,0.088969323,0.881329982,0.480189991,0.000603365,0,2
SFU02,stretch,submax10,before,0.221312108,8.737460757,3.325500487,0.00052565,0.088574357,0.593456595,0.221312108,0.000314281,0,3
SFU02,stretch,submax10,before,0.726083854,8.228273733,10.84100348,0.000607958,0.088534967,0.686687291,0.726083854,0.000331042,0,4
SFU02,stretch,submax10,before,0.693780956,8.495420909,11.65943144,0.000829329,0.08883346,0.933576961,0.693780956,0.000321946,0,5
SFU02,stretch,submax10,before,0.246281452,8.368713913,4.835374007,0.000623175,0.088512472,0.704053206,0.246281452,0.000309023,0,6
SFU02,stretch,submax10,pre,0.54598897,16.82301154,4.116025295,0.000611952,0.097729231,0.626170697,0.54598897,0.000445253,0,1
SFU02,stretch,submax10,pre,0.414785265,15.94954487,4.178065736,0.000901224,0.097552157,0.923838067,0.414785265,0.000324751,0,2
SFU02,stretch,submax10,pre,0.53808938,15.04026096,5.716731235,0.000653185,0.096587634,0.676262014,0.53808938,0.000300308,0,3
SFU02,stretch,submax10,pre,0.485152953,14.49646072,5.102041849,0.000615529,0.096103787,0.640483213,0.485152953,0.00027856,0,4
SFU02,stretch,submax10,pre,0.430217192,13.63479233,3.852303301,0.000662359,0.095482114,0.693699125,0.430217192,0.000291443,0,5
SFU02,stretch,submax10,pre,0.696640288,13.15561999,6.897695185,0.001125471,0.093954378,1.197890907,0.696640288,0.000347928,0,6
SFU02,stretch,submax10,post,0.7540034,17.06383494,6.202108823,0.00073333,0.096728429,0.758132734,0.7540034,0.000480144,0,1
SFU02,stretch,submax10,post,0.56284035,17.10079574,5.605380512,0.001024107,0.096187266,1.064701358,0.56284035,0.000438043,0,2
SFU02,stretch,submax10,post,0.664185476,16.98913507,5.435699269,0.000654193,0.095470051,0.685233579,0.664185476,0.000450098,0,3
SFU02,stretch,submax10,post,0.671328601,17.3946912,4.71670614,0.000789929,0.09511714,0.83047994,0.671328601,0.000416129,0,4
SFU02,stretch,submax10,post,0.468357174,17.06139303,3.577069283,0.000725595,0.095499751,0.75978698,0.468357174,0.000378763,0,5
SFU02,stretch,submax10,post,0.365357831,17.38170552,3.92796811,0.000594763,0.095635847,0.621903537,0.365357831,0.000357983,0,6
SFU02,stretch,submax35,before,3.32450514,69.03001649,7.533473475,0.002318293,0.316977946,0.731373558,3.32450514,0.001668212,0,1
SFU02,stretch,submax35,before,3.168835687,84.34718183,6.754055409,0.002171083,0.318405315,0.681861271,3.168835687,0.001577551,0,2
SFU02,stretch,submax35,before,4.080720583,88.86848483,5.602540604,0.002136527,0.316504982,0.675037318,4.080720583,0.001522011,0,3
SFU02,stretch,submax35,before,2.767992639,92.48869191,3.992349384,0.002165382,0.317120118,0.682826927,2.767992639,0.000864108,0,4
SFU02,stretch,submax35,before,1.964014107,90.27771727,4.166376573,0.003284265,0.314972305,1.042715484,1.964014107,0.00076829,0,5
SFU02,stretch,submax35,before,3.348866394,90.70507478,4.904753192,0.001909666,0.314476863,0.607251735,3.348866394,0.001224678,0,6
SFU02,stretch,submax35,pre,3.110588251,78.03713929,6.583847542,0.002350855,0.32131316,0.731639896,3.110588251,0.001650519,0,1
SFU02,stretch,submax35,pre,3.117826277,85.98518365,5.608769805,0.003045186,0.321858643,0.946125242,3.117826277,0.001204561,0,2
SFU02,stretch,submax35,pre,2.948442001,86.90953593,4.193320835,0.002331215,0.321445602,0.725228526,2.948442001,0.001535499,0,3
SFU02,stretch,submax35,pre,2.972200771,81.79991031,4.137731121,0.002365945,0.319890525,0.739610985,2.972200771,0.001787968,0,4
SFU02,stretch,submax35,pre,3.225365328,83.77360683,6.089853733,0.003741404,0.320458861,1.167514612,3.225365328,0.001414816,0,5
SFU02,stretch,submax35,pre,2.447606487,84.31756006,5.285549366,0.003864828,0.320851171,1.204554669,2.447606487,0.00092953,0,6
SFU02,stretch,submax35,post,4.008596689,89.01146226,10.9269944,0.00330233,0.322869221,1.022807239,4.008596689,0.001732274,0,1
SFU02,stretch,submax35,post,2.882738646,104.3699361,5.029383845,0.002463564,0.320565567,0.768505428,2.882738646,0.001053405,0,2
SFU02,stretch,submax35,post,3.097961596,111.6312404,3.036468908,0.001915461,0.320252651,0.598109466,3.097961596,0.001032849,0,3
SFU02,stretch,submax35,post,3.645661856,108.4294882,6.042253282,0.002215094,0.321955571,0.688012425,3.645661856,0.000990295,0,4
SFU02,stretch,submax35,post,2.852433688,98.55851289,3.711323075,0.001949925,0.323708729,0.602370235,2.852433688,0.000893602,0,5
SFU02,stretch,submax35,post,2.283641132,97.36857396,2.984872663,0.001965521,0.322276873,0.609885945,2.283641132,0.000949076,0,6
SFU02,control,submax10,before,0.847143048,18.21721851,6.081866877,0.000819126,0.086716251,0.944604781,0.847143048,0.000592017,0,1
SFU02,control,submax10,before,0.536452388,17.67195576,4.974689747,0.00094065,0.086044938,1.093208288,0.536452388,0.000529152,0,2
SFU02,control,submax10,before,0.520049918,17.93463875,3.564468541,0.000718874,0.086197195,0.833987143,0.520049918,0.000513064,0,3
SFU02,control,submax10,before,0.550135555,16.59346106,4.563594974,0.000747517,0.085866502,0.87055664,0.550135555,0.00039036,0,4
SFU02,control,submax10,before,0.486026925,16.62998949,3.706354421,0.000742629,0.085417689,0.869408944,0.486026925,0.000307756,0,5
SFU02,control,submax10,before,0.862376461,16.88382281,6.641664801,0.000675919,0.085886015,0.786994959,0.862376461,0.000681242,0,6
SFU02,control,submax10,pre,1.409532629,15.85961206,9.043274471,0.000856068,0.084565908,1.012308839,1.409532629,0.000615262,0,1
SFU02,control,submax10,pre,1.150818735,16.15129896,9.135968456,0.000872233,0.084449862,1.03284121,1.150818735,0.000483205,0,2
SFU02,control,submax10,pre,1.29610911,15.75844498,9.103800554,0.000930024,0.084604393,1.09926227,1.29610911,0.00052768,0,3
SFU02,control,submax10,pre,0.758257296,15.52299592,6.09573164,0.000676163,0.084004633,0.804911291,0.758257296,0.000388447,0,4
SFU02,control,submax10,pre,0.632654814,14.49212113,5.803463774,0.000428742,0.083927864,0.510845791,0.632654814,0.000353502,0,5
SFU02,control,submax10,pre,0.864967233,14.2047756,6.351555977,0.000372909,0.083659735,0.445744679,0.864967233,0.000373304,0,6
SFU02,control,submax10,post,0.34949879,8.385516718,6.241054741,0.000951303,0.084411747,1.126979859,0.34949879,0.000402791,0,1
SFU02,control,submax10,post,0.35313975,8.155421233,8.038737337,0.001272287,0.084501397,1.505640446,0.35313975,0.000352905,0,2
SFU02,control,submax10,post,0.375898129,7.934739841,6.209836684,0.000977805,0.08493582,1.151228029,0.375898129,0.000448932,0,3
SFU02,control,submax10,post,0.283089194,8.002984422,5.882564333,0.000891017,0.083815538,1.063068777,0.283089194,0.000380278,0,4
SFU02,control,submax10,post,0.498339034,8.531397252,16.51070714,0.001042678,0.083447475,1.249502371,0.498339034,0.0004947,0,5
SFU02,control,submax10,post,0.523147507,11.40370217,6.532101614,0.00113542,0.083943571,1.352599696,0.523147507,0.000408868,0,6
SFU02,control,submax35,before,3.027864242,42.31970872,11.48231669,0.00586867,0.298430352,1.966512388,3.027864242,0.003038144,0,1
SFU02,control,submax35,before,2.175080497,52.21485634,6.708036284,0.003694001,0.301692088,1.224427473,2.175080497,0.002023772,0,2
SFU02,control,submax35,before,2.437704594,56.9791155,5.822538176,0.001955727,0.302261872,0.647030601,2.437704594,0.001447397,0,3
SFU02,control,submax35,before,2.074757913,68.64272442,6.158203901,0.002643962,0.300802064,0.878970699,2.074757913,0.00153093,0,4
SFU02,control,submax35,before,2.973567936,74.60559448,7.033465842,0.002164549,0.300510236,0.720291165,2.973567936,0.001315713,0,5
SFU02,control,submax35,before,3.360236195,74.873996,11.04996912,0.010011014,0.294916049,3.394530015,3.360236195,0.002044794,0,6
SFU02,control,submax35,pre,2.380958139,53.37509804,16.72381209,0.002774297,0.299833609,0.925279005,2.380958139,0.001942414,0,1
SFU02,control,submax35,pre,2.467887251,72.15187415,5.620646203,0.002142183,0.298442313,0.717788102,2.467887251,0.001814369,0,2
SFU02,control,submax35,pre,2.550074206,80.19062533,4.304111097,0.002464836,0.296776489,0.830536042,2.550074206,0.001380893,0,3
SFU02,control,submax35,pre,3.202325501,83.7908409,6.207861854,0.002480102,0.296286953,0.837060669,3.202325501,0.001197765,0,4
SFU02,control,submax35,pre,3.151984883,90.22150877,4.020524745,0.002294666,0.296355791,0.774294279,3.151984883,0.001164793,0,5
SFU02,control,submax35,pre,2.435144827,90.45460408,2.884892338,0.000887626,0.296976025,0.29888803,2.435144827,0.000835364,0,6
SFU02,control,submax35,post,2.880015346,85.66658647,4.02200999,0.001655717,0.295961866,0.559436045,2.880015346,0.00133711,0,1
SFU02,control,submax35,post,3.615796878,84.29498553,4.649107168,0.001795611,0.296224702,0.606165128,3.615796878,0.001394874,0,2
SFU02,control,submax35,post,2.950393434,85.16341995,4.952635226,0.002017262,0.294046883,0.686034021,2.950393434,0.001053248,0,3
SFU02,control,submax35,post,2.410770082,84.02612552,3.743961087,0.001615608,0.297655233,0.542778264,2.410770082,0.000785647,0,4
SFU02,control,submax35,post,1.919256742,80.98819891,3.437494956,0.001517216,0.298089149,0.508980466,1.919256742,0.000938521,0,5
SFU02,control,submax35,post,1.893770814,78.0183383,6.043498289,0.003666193,0.29616459,1.237890374,1.893770814,0.000653665,0,6
SFU03,stretch,submax10,before,0.942200516,14.75731366,14.52761851,0.00079579,0.076352485,1.042258081,0.942200516,0.00061718,0,1
SFU03,stretch,submax10,before,0.426376732,11.16028804,7.515949763,0.001025792,0.076496957,1.340957638,0.426376732,0.000413278,0,2
SFU03,stretch,submax10,before,0.4580474,10.85624524,7.332572447,0.000764317,0.076129515,1.003969151,0.4580474,0.000443791,0,3
SFU03,stretch,submax10,before,0.441195517,10.68877204,5.371127309,0.000718009,0.076255992,0.941576597,0.441195517,0.00035277,0,4
SFU03,stretch,submax10,before,0.640312015,11.89169867,9.703514779,0.001079013,0.07593995,1.420876192,0.640312015,0.000430578,0,5
SFU03,stretch,submax10,before,0.510340212,12.52397087,5.729173033,0.000731278,0.076316628,0.958215565,0.510340212,0.000333957,0,6
SFU03,stretch,submax10,pre,1.115521725,13.53336223,11.99000904,0.00136231,0.075102712,1.813928534,1.115521725,0.000890778,0,1
SFU03,stretch,submax10,pre,1.452675214,16.3662449,13.82026339,0.000730119,0.074603487,0.978666055,1.452675214,0.000534479,0,2
SFU03,stretch,submax10,pre,1.152695384,16.2679222,9.385430799,0.001058517,0.074866015,1.413881364,1.152695384,0.000481307,0,3
SFU03,stretch,submax10,pre,1.03409395,16.04672562,10.79027533,0.001101656,0.074687096,1.475029133,1.03409395,0.000420661,0,4
SFU03,stretch,submax10,pre,1.058343311,16.45944563,9.891087009,0.000834432,0.074798895,1.115567602,1.058343311,0.000420756,0,5
SFU03,stretch,submax10,pre,1.573749071,16.14915852,12.55772506,0.000724176,0.07476384,0.968618319,1.573749071,0.000548051,0,6
SFU03,stretch,submax10,post,1.828504244,21.28716867,14.40681945,0.000387352,0.074484133,0.520045915,1.828504244,0.000300849,0,1
SFU03,stretch,submax10,post,0.989146774,19.31192056,6.715539967,0.000407374,0.074897092,0.543911327,0.989146774,0.000341436,0,2
SFU03,stretch,submax10,post,1.490682397,18.86804519,9.308709752,0.000560725,0.074950861,0.748123777,1.490682397,0.000359218,0,3
SFU03,stretch,submax10,post,1.281616845,19.0836475,6.962224469,0.000489173,0.074807117,0.653912958,1.281616845,0.000289506,0,4
SFU03,stretch,submax10,post,0.798738779,20.13380829,10.74503491,0.000384319,0.074830666,0.513585469,0.798738779,0.000256689,0,5
SFU03,stretch,submax10,post,1.093466596,18.55186855,10.70310693,0.000379336,0.074898179,0.506469313,1.093466596,0.000253609,0,6
SFU03,stretch,submax35,before,1.140663003,22.06412072,6.746733025,0.002347616,0.258671306,0.907567379,1.140663003,0.001535538,0,1
SFU03,stretch,submax35,before,0.890010287,21.87556207,5.172866904,0.001791841,0.261631111,0.684873186,0.890010287,0.001285213,0,2
SFU03,stretch,submax35,before,1.031513499,21.84646424,5.806030486,0.002907158,0.260397604,1.116430535,1.031513499,0.001953389,0,3
SFU03,stretch,submax35,before,0.899582668,20.93274013,4.498915921,0.001932756,0.259045298,0.746107395,0.899582668,0.001584091,0,4
SFU03,stretch,submax35,before,0.986117415,20.88375074,5.537301803,0.003762998,0.257713071,1.460150383,0.986117415,0.002081914,0,5
SFU03,stretch,submax35,before,0.933349737,19.94828988,5.600310732,0.002702907,0.258315525,1.04635881,0.933349737,0.001977443,0,6
SFU03,stretch,submax35,pre,0.834997424,7.736811094,28.86950326,0.003257896,0.261353843,1.246546112,0.834997424,0.001381945,0,1
SFU03,stretch,submax35,pre,0.6569988,10.18566623,8.141338991,0.002456856,0.25896136,0.948734573,0.6569988,0.001996393,0,2
SFU03,stretch,submax35,pre,0.768106223,10.56795349,13.06308317,0.003246756,0.258704077,1.255007689,0.768106223,0.002561335,0,3
SFU03,stretch,submax35,pre,0.555428816,10.37655588,9.277647178,0.002798978,0.260387877,1.074926241,0.555428816,0.002271857,0,4
SFU03,stretch,submax35,pre,0.597373609,8.538681419,9.324216489,0.002803898,0.260089045,1.078053031,0.597373609,0.001728819,0,5
SFU03,stretch,submax35,pre,0.641332994,9.271957344,8.710193553,0.002249194,0.257180358,0.874558868,0.641332994,0.001650677,0,6
SFU03,stretch,submax35,post,0.645208924,18.29701688,6.025631468,0.003687285,0.25825151,1.42778844,0.645208924,0.001429734,0,1
SFU03,stretch,submax35,post,0.621445272,18.2470858,4.547945408,0.002958768,0.260075164,1.137658921,0.621445272,0.00100268,0,2
SFU03,stretch,submax35,post,0.611136,15.60724866,10.5496407,0.002477842,0.261781802,0.946529479,0.611136,0.001925447,0,3
SFU03,stretch,submax35,post,0.669769082,17.71585464,7.765740766,0.002798848,0.260187848,1.075702786,0.669769082,0.001506165,0,4
SFU03,stretch,submax35,post,0.86687325,16.23691931,7.182614211,0.003339858,0.261156642,1.278871424,0.86687325,0.001663823,0,5
SFU03,stretch,submax35,post,0.990546325,16.54002832,10.72173978,0.002482039,0.259236398,0.957442476,0.990546325,0.001624747,0,6
SFU03,control,submax10,before,1.205528291,28.37313303,7.241218036,0.001056366,0.073370224,1.439775235,1.205528291,0.000690172,0,1
SFU03,control,submax10,before,0.931620091,25.91290811,4.950947175,0.000626376,0.073110288,0.856755073,0.931620091,0.000360659,0,2
SFU03,control,submax10,before,0.76280992,25.05557892,3.520119963,0.000553208,0.073690967,0.75071341,0.76280992,0.00034333,0,3
SFU03,control,submax10,before,0.882777306,26.37145817,5.151185218,0.000401613,0.073323736,0.547725943,0.882777306,0.000313846,0,4
SFU03,control,submax10,before,0.796498228,24.27725468,5.949759505,0.000354702,0.07353975,0.482326274,0.796498228,0.000307352,0,5
SFU03,control,submax10,before,0.733618286,25.102497,4.614766945,0.000718117,0.073333258,0.979251248,0.733618286,0.000236414,0,6
SFU03,control,submax10,pre,1.703880798,23.91372258,13.60730062,0.000875796,0.072732029,1.204140174,1.703880798,0.00059619,0,1
SFU03,control,submax10,pre,1.177096668,23.68745039,12.53145567,0.000755989,0.073226007,1.032405306,1.177096668,0.000430574,0,2
SFU03,control,submax10,pre,1.072780658,21.4134991,8.333598646,0.000568471,0.072837685,0.780462444,1.072780658,0.000237986,0,3
SFU03,control,submax10,pre,1.618379828,22.06636112,8.098059473,0.000441265,0.073122627,0.603459174,1.618379828,0.000301922,0,4
SFU03,control,submax10,pre,0.676677093,22.18797231,6.162003316,0.000620288,0.072845954,0.851506011,0.676677093,0.000320692,0,5
SFU03,control,submax10,pre,1.305947122,21.31689774,8.551745537,0.000801199,0.072386142,1.106840444,1.305947122,0.000336447,0,6
SFU03,control,submax10,post,1.03794724,8.498804576,18.9551244,0.001378075,0.073184161,1.883023618,1.03794724,0.000459815,0,1
SFU03,control,submax10,post,0.602006376,8.063410003,20.53276714,0.000442774,0.072962694,0.60684988,0.602006376,0.000225862,0,2
SFU03,control,submax10,post,0.668702974,9.104662339,12.09741177,0.000523761,0.072700948,0.720432257,0.668702974,0.000313433,0,3
SFU03,control,submax10,post,0.530644543,9.48547528,8.113114104,0.000609603,0.072752327,0.837915475,0.530644543,0.000283985,0,4
SFU03,control,submax10,post,0.397725374,10.28374244,7.367461464,0.000637378,0.072873774,0.874632805,0.397725374,0.000295046,0,5
SFU03,control,submax10,post,0.493014578,10.73155668,6.568530524,0.000548752,0.072964874,0.752077165,0.493014578,0.000281901,0,6
SFU03,control,submax35,before,0.99173705,25.75276527,13.55287105,0.002932089,0.254501747,1.152089936,0.99173705,0.001747869,0,1
SFU03,control,submax35,before,1.316735034,24.38553116,9.052959297,0.00208971,0.254774693,0.820218655,1.316735034,0.001199161,0,2
SFU03,control,submax35,before,1.397238133,25.23233667,8.168546406,0.002200936,0.254976829,0.863190573,1.397238133,0.001386411,0,3
SFU03,control,submax35,before,1.337137059,23.95977504,9.656151124,0.002328757,0.255358243,0.911956788,1.337137059,0.001547459,0,4
SFU03,control,submax35,before,1.494411748,23.21742449,10.80745396,0.003334143,0.255685403,1.30400195,1.494411748,0.002435232,0,5
SFU03,control,submax35,before,1.161846673,21.42651659,11.10596425,0.002668459,0.254883555,1.046932585,1.161846673,0.001505655,0,6
SFU03,control,submax35,pre,0.835896337,24.16311059,8.614548816,0.002297244,0.254507521,0.902623358,0.835896337,0.001433083,0,1
SFU03,control,submax35,pre,1.1342228,24.75773195,17.88764969,0.003548358,0.253442646,1.400063543,1.1342228,0.001797048,0,2
SFU03,control,submax35,pre,1.077438536,19.47450768,7.413751242,0.001620847,0.251989991,0.643218746,1.077438536,0.001640398,0,3
SFU03,control,submax35,pre,1.052767174,19.71538809,5.530450269,0.002352028,0.254139222,0.925487816,1.052767174,0.001825031,0,4
SFU03,control,submax35,pre,1.062965278,20.44376934,7.822918942,0.003017072,0.253879916,1.18838545,1.062965278,0.002555805,0,5
SFU03,control,submax35,pre,0.643285781,16.63824328,6.350461004,0.003272333,0.252084147,1.29811144,0.643285781,0.00207351,0,6
SFU03,control,submax35,post,1.027697697,22.00983121,8.988174603,0.002816132,0.251764732,1.118556963,1.027697697,0.001735157,0,1
SFU03,control,submax35,post,1.252570159,21.12521938,7.551781579,0.003474262,0.251941635,1.378994657,1.252570159,0.001713955,0,2
SFU03,control,submax35,post,1.053253663,21.65327262,7.09353612,0.003038639,0.254937918,1.191913472,1.053253663,0.002046853,0,3
SFU03,control,submax35,post,1.185516805,19.5983842,8.108407296,0.002934578,0.25130287,1.167745507,1.185516805,0.00237013,0,4
