subject,day,level,time,f_sd,cst_sd,fpc_sd,f_cst_r,fpc_cst_r,f_fpc_r,w
SFU04,control,submax10,post,0.000313349,1.261383657,0.009445039,0.564200155,0.949191891,0.632101001,3
SFU04,control,submax10,post,0.000253411,0.947923522,0.008967387,0.524257636,0.907718724,0.706576584,4
SFU04,control,submax10,post,0.000344632,0.837614454,0.009422911,0.61275315,0.883902536,0.698509104,5
SFU04,control,submax10,post,0.000245961,0.970156035,0.009130981,0.325476973,0.811257423,0.396194132,6
SFU04,control,submax35,before,0.001451671,1.101291682,0.009624559,0.777125195,0.923223479,0.835484559,1
SFU04,control,submax35,before,0.000948033,0.818366784,0.009665948,0.524212477,0.831865518,0.787770587,2
SFU04,control,submax35,before,0.000888221,0.770075228,0.009697486,0.764579911,0.81508436,0.791502239,3
SFU04,control,submax35,before,0.001200494,1.109022852,0.009387314,0.650355771,0.885357438,0.506960802,4
SFU04,control,submax35,before,0.001098715,1.180889605,0.008603728,0.754464685,0.861461824,0.733894073,5
SFU04,control,submax35,before,0.001288039,0.858803969,0.009093608,0.465218016,0.754387319,0.60237533,6
SFU04,control,submax35,pre,0.001654386,0.565355116,0.008800788,0.563949169,0.501757888,0.262078107,1
SFU04,control,submax35,pre,0.001276781,0.638150501,0.009025382,0.654854777,0.575863847,0.535177384,2
SFU04,control,submax35,pre,0.001026604,0.71026628,0.009299527,0.747882322,0.809043666,0.869818093,3
SFU04,control,submax35,pre,0.000565769,0.459319419,0.005775734,0.413437848,0.175041177,0.321431521,4
SFU04,control,submax35,pre,0.000601732,0.509043872,0.008431607,0.598768555,0.788849299,0.754210943,5
SFU04,control,submax35,pre,0.000433318,0.360997092,0.006094874,0.390481158,0.343530053,0.474395994,6
SFU04,control,submax35,post,0.001297056,0.914478906,0.00735327,0.781588787,0.480978056,0.576264257,1
SFU04,control,submax35,post,0.000869289,0.619297525,0.007961941,0.718868644,0.679035299,0.626632504,2
SFU04,control,submax35,post,0.000656959,0.78491666,0.008690907,0.629735186,0.84084626,0.409417931,3
SFU04,control,submax35,post,0.001048468,0.738347824,0.008918536,0.691824502,0.896565238,0.705126865,4
SFU04,control,submax35,post,0.000982467,0.790935797,0.008974879,0.665407164,0.88332364,0.743503577,5
SFU04,control,submax35,post,0.000850627,0.596714899,0.003705036,0.334551459,0.368007466,0.529512196,6
SFU05,stretch,submax10,before,0.000635633,1.802712721,0.009399644,0.427117985,0.900609742,0.525225547,1
SFU05,stretch,submax10,before,0.000442907,1.146450026,0.008811304,0.441261012,0.857656055,0.388151112,2
SFU05,stretch,submax10,before,0.000285792,1.349031763,0.009558851,0.147354715,0.849519087,0.265307079,3
SFU05,stretch,submax10,before,0.00033463,1.29043991,0.009192086,0.330037381,0.775003276,0.503802031,4
SFU05,stretch,submax10,before,0.000272584,1.231639387,0.009230569,0.035735052,0.802636529,0.254460318,5
SFU05,stretch,submax10,before,0.000343825,1.154064205,0.009625159,0.551415754,0.849746612,0.433513919,6
SFU05,stretch,submax10,pre,0.000490476,1.281640479,0.00811282,0.211112176,0.901372025,0.280993282,1
SFU05,stretch,submax10,pre,0.000507165,1.233066503,0.007594192,0.547707404,0.80996729,0.468478914,2
SFU05,stretch,submax10,pre,0.000705959,1.293493737,0.007702085,0.482201213,0.768812778,0.379891233,3
SFU05,stretch,submax10,pre,0.000518091,1.15361205,0.00766095,0.636485638,0.762026822,0.414125024,4
SFU05,stretch,submax10,pre,0.000447749,1.904997736,0.009467954,0.710667926,0.898696985,0.709973145,5
SFU05,stretch,submax10,pre,0.000259402,0.895584073,0.006121272,0.34389797,0.430353736,0.660392023,6
SFU05,stretch,submax10,post,0.000427856,0.833152935,0.008636579,0.498500236,0.837613559,0.641502942,1
SFU05,stretch,submax10,post,0.000339201,0.931100553,0.009595805,0.53750153,0.690855812,0.59222605,2
SFU05,stretch,submax10,post,0.000311668,0.738329453,0.008326004,0.565426541,0.835557675,0.492216171,3
SFU05,stretch,submax10,post,0.000323643,0.97367148,0.009478711,0.641427185,0.908655387,0.819623866,4
SFU05,stretch,submax10,post,0.000295205,1.04275226,0.009238491,0.739155479,0.899317125,0.687466887,5
SFU05,stretch,submax10,post,0.000265462,1.199040247,0.009653245,0.566673247,0.963945265,0.612255733,6
SFU05,stretch,submax35,before,0.001148365,2.837872128,0.00966775,0.68628028,0.915279893,0.749338321,1
SFU05,stretch,submax35,before,0.001426573,3.146807788,0.009470415,0.477919033,0.864672444,0.624833817,2
SFU05,stretch,submax35,before,0.000957735,2.880753868,0.00971932,0.446825693,0.920223225,0.491166309,3
SFU05,stretch,submax35,before,0.000743643,2.231963487,0.00803165,0.449388062,0.934610324,0.593234001,4
SFU05,stretch,submax35,before,0.000661096,2.921035575,0.009823051,0.116422298,0.936534192,0.118441394,5
SFU05,stretch,submax35,before,0.001156469,3.198256561,0.009821326,0.779656831,0.93439318,0.811043281,6
SFU05,stretch,submax35,pre,0.001159638,3.574720149,0.009393706,0.720734991,0.915021139,0.711776034,1
SFU05,stretch,submax35,pre,0.001432791,4.507863401,0.009818976,0.687640806,0.807471673,0.756210715,2
SFU05,stretch,submax35,pre,0.001031204,3.247713134,0.009650724,0.295393324,0.627959196,0.59454697,3
SFU05,stretch,submax35,pre,0.00152647,5.0307306,0.009636373,0.197634245,0.908560762,0.146553181,4
SFU05,stretch,submax35,pre,0.000860573,3.48905398,0.009575105,0.340997911,0.908243817,0.588519189,5
SFU05,stretch,submax35,pre,0.000717051,2.987463338,0.009148065,0.693459437,0.861763136,0.736470967,6
SFU05,stretch,submax35,post,0.001477357,2.656183402,0.008199627,0.442355089,0.757253693,0.398428671,1
SFU05,stretch,submax35,post,0.000559572,3.014543972,0.009291056,0.383552093,0.691930491,0.575466834,2
SFU05,stretch,submax35,post,0.000777113,3.943348847,0.009776686,0.618694829,0.962925186,0.618671847,3
SFU05,stretch,submax35,post,0.000660165,3.102461206,0.008365819,0.249093346,0.837604387,0.228433036,4
SFU05,stretch,submax35,post,0.000475672,2.762515572,0.008596156,0.436686914,0.726359075,0.31181771,5
SFU05,stretch,submax35,post,0.000431927,2.573790149,0.006248171,0.265783088,0.730117235,-0.073383369,6
SFU05,control,submax10,before,0.001055697,2.289920623,0.002293116,0.382594716,0.481242913,0.152211934,1
SFU05,control,submax10,before,0.000474183,1.047595131,0.005868596,0.133228175,0.341135992,-0.023915162,2
SFU05,control,submax10,before,0.000591963,1.834809269,0.008196574,0.552367071,0.735364837,0.609925962,3
SFU05,control,submax10,before,0.000339797,1.673672897,0.008396744,0.299088706,0.663338372,0.360923776,4
SFU05,control,submax10,before,0.000267553,1.367845448,0.007228847,0.180720821,0.542937975,0.244315502,5
SFU05,control,submax10,before,0.000427092,1.671806819,0.008394018,0.297145275,0.669468661,0.178039605,6
SFU05,control,submax10,pre,0.000970735,4.335481926,0,0,0,0,1
SFU05,control,submax10,pre,0.000599991,1.570330878,0.005566524,0.626441672,0.383867342,0.11316536,2
SFU05,control,submax10,pre,0.000854682,8.969281666,0,0,0,0,3
SFU05,control,submax10,pre,0.000543897,8.442924508,0,0,0,0,4
SFU05,control,submax10,pre,0.000830414,1.836612879,0.003801134,0.151272318,0.468683148,0.662278075,5
SFU05,control,submax10,pre,0.000691534,1.561375002,0.005557032,0.127257163,0.307185351,0.02620218,6
SFU05,control,submax10,post,0.000759525,1.025188533,0.00391816,0.27545895,0.618262632,0.52510702,1
SFU05,control,submax10,post,0.000686985,1.071898466,0.00551089,0.566405588,0.616867387,0.188065073,2
SFU05,control,submax10,post,0.000492925,1.466785484,0.009139047,-0.063581559,0.866743491,0.124187423,3
SFU05,control,submax10,post,0.000397013,1.092647595,0.00269429,-0.034350264,0.105190611,-0.036657108,4
SFU05,control,submax10,post,0.000402199,1.204341748,0.008004095,0.487613071,0.897400354,0.553212258,5
SFU05,control,submax10,post,0.000493887,1.640800492,0.00835295,0.589392387,0.815769752,0.716624124,6
SFU05,control,submax35,before,0.001830084,13.44056689,0,0,0,0,1
SFU05,control,submax35,before,0.001558338,8.229505584,0,0,0,0,2
SFU05,control,submax35,before,0.000877996,4.038812149,0.00957698,0.321223468,0.873871537,0.343879611,3
SFU05,control,submax35,before,0.002246655,4.847403149,0.0096188,0.543290729,0.803861465,0.686214964,4
SFU05,control,submax35,before,0.001817949,3.22412291,0.009083022,0.237923642,0.603634454,0.683587544,5
SFU05,control,submax35,before,0.001615203,3.603208725,0.009362401,0.606240057,0.854491577,0.530344508,6
SFU05,control,submax35,pre,0.00204478,3.227469099,0.009498221,0.701152539,0.841447364,0.732900142,1
SFU05,control,submax35,pre,0.001424862,2.236854488,0.008502105,0.335535548,0.759596627,0.372527544,2
SFU05,control,submax35,pre,0.00141022,2.410060394,0.008911938,0.514391077,0.829110241,0.274648086,3
SFU05,control,submax35,pre,0.001476543,1.565471367,0.007786652,0.413140673,0.822832914,0.555608021,4
SFU05,control,submax35,pre,0.001197748,1.957963366,0.008611599,0.442849629,0.823372892,0.154438344,5
SFU05,control,submax35,pre,0.001158566,1.414387403,0.006935094,0.420932514,0.619331387,0.133403915,6
SFU05,control,submax35,post,0.001490377,8.230319979,0,0,0,0,1
SFU05,control,submax35,post,0.001570295,12.47255618,0,0,0,0,2
SFU05,control,submax35,post,0.001032376,12.85413051,0,0,0,0,3
SFU05,control,submax35,post,0.001093194,13.24629674,0,0,0,0,4
SFU05,control,submax35,post,0.000924283,14.04793214,0,0,0,0,5
SFU05,control,submax35,post,0.001441371,14.07995014,0,0,0,0,6
SFU07,stretch,submax10,before,0.000686812,0.55746887,0.008949204,0.511295289,0.82345866,0.603250694,1
SFU07,stretch,submax10,before,0.000544611,1.039700204,0.009265134,0.638591436,0.811734177,0.771568532,2
SFU07,stretch,submax10,before,0.00046149,0.726216544,0.009445434,0.456685563,0.695192343,0.323857099,3
SFU07,stretch,submax10,before,0.000466377,0.782868597,0.008678571,0.279884222,0.776847107,0.380537759,4
SFU07,stretch,submax10,before,0.000445706,0.618389228,0.009091753,0.587939791,0.906012309,0.610346598,5
SFU07,stretch,submax10,before,0.00028902,0.545035837,0.008846771,0.471925321,0.677543404,0.552778131,6
SFU07,stretch,submax10,pre,0.000950862,1.438902928,0.009151306,0.811859158,0.892199758,0.824956235,1
SFU07,stretch,submax10,pre,0.000723238,1.372347241,0.009043351,0.680105463,0.812278122,0.777656359,2
SFU07,stretch,submax10,pre,0.000485039,1.196848674,0.007598685,0.629604556,0.583365188,0.640721877,3
SFU07,stretch,submax10,pre,0.000439501,2.058896066,0.009551004,0.750876344,0.680293529,0.540116258,4
SFU07,stretch,submax10,pre,0.000575809,6.77489301,0,0,0,0,5
SFU07,stretch,submax10,pre,0.000660868,5.819999985,0,0,0,0,6
SFU07,stretch,submax10,post,0.000643525,1.213208641,0.00955154,0.668512416,0.791620079,0.807049689,1
SFU07,stretch,submax10,post,0.000410598,0.836745787,0.009056821,0.52177439,0.809678129,0.615277513,2
SFU07,stretch,submax10,post,0.000350533,1.505309893,0.009179809,0.521271237,0.806140665,0.371062571,3
SFU07,stretch,submax10,post,0.000425685,1.067128929,0.008572716,0.39995762,0.345323369,0.393907196,4
SFU07,stretch,submax10,post,0.000555853,1.559746552,0.009667683,0.670150549,0.793201642,0.770316097,5
SFU07,stretch,submax10,post,0.000641236,1.477417494,0.009086156,0.743509141,0.807108476,0.528593047,6
SFU07,stretch,submax35,before,0.001541602,6.275904429,0,0,0,0,1
SFU07,stretch,submax35,before,0.001798033,8.084026204,0,0,0,0,2
SFU07,stretch,submax35,before,0.001321722,6.533023207,0,0,0,0,3
SFU07,stretch,submax35,before,0.002151962,5.52071028,0,0,0,0,4
SFU07,stretch,submax35,before,0.001258077,3.528090155,0,0,0,0,5
SFU07,stretch,submax35,before,0.001377557,4.902729918,0,0,0,0,6
SFU07,stretch,submax35,pre,0.001855387,0.99516435,0.007229079,0.449242166,0.690930441,0.71856148,1
SFU07,stretch,submax35,pre,0.001705411,6.799865124,0,0,0,0,2
SFU07,stretch,submax35,pre,0.001290984,7.730577606,0,0,0,0,3
SFU07,stretch,submax35,pre,0.002665759,4.207526718,0,0,0,0,4
SFU07,stretch,submax35,pre,0.002098804,1.103324227,0.007510637,0.405120139,0.723360844,0.294355047,5
SFU07,stretch,submax35,pre,0.001780147,1.136386602,0.008410045,0.226911832,0.727637748,0.460746741,6
SFU07,stretch,submax35,post,0.001834804,0.944918694,0.008178199,0.723751864,0.956152388,0.81614781,1
SFU07,stretch,submax35,post,0.002544267,1.070866162,0.009038147,0.572266189,0.693664638,0.424034068,2
SFU07,stretch,submax35,post,0.002157396,1.684132361,0.008845206,0.608347258,0.800043842,0.55110928,3
SFU07,stretch,submax35,post,0.001392106,1.552692948,0.008357533,0.517622236,0.613189568,0.26459859,4
SFU07,stretch,submax35,post,0.002690528,1.635499802,0.008077418,0.645713681,0.88648136,0.766738744,5
SFU07,stretch,submax35,post,0.002860533,1.200868103,0.007741108,0.576511827,0.42450815,0.559393456,6
SFU07,control,submax10,before,0.000842314,0.909654665,0.005290591,0.293015807,0.257245932,-0.194936458,1
SFU07,control,submax10,before,0.000510434,0.702028159,0.006830581,0.655702087,0.670321722,0.664025667,2
SFU07,control,submax10,before,0.000506734,0.908501743,0.008473888,0.08352292,0.647378365,0.270944903,3
SFU07,control,submax10,before,0.000441503,0.634472424,0.009037641,0.201931464,0.782156332,0.496928046,4
SFU07,control,submax10,before,0.000544163,0.875604919,0.008755658,0.511880486,0.805628819,0.597191596,5
SFU07,control,submax10,before,0.000542125,0.582184174,0.009022636,0.443344787,0.861985894,0.570404714,6
SFU07,control,submax10,pre,0.000778374,1.848929257,0.009341775,0.612797983,0.502306141,0.382800617,1
SFU07,control,submax10,pre,0.000462213,2.199593463,0,0,0,0,2
SFU07,control,submax10,pre,0.000950814,1.583345614,0.00963084,0.564799555,0.803663866,0.60893863,3
SFU07,control,submax10,pre,0.000389646,1.840146543,0,0,0,0,4
SFU07,control,submax10,pre,0.000546431,1.694850223,0.007851673,0.509685268,0.66258991,0.674550839,5
SFU07,control,submax10,pre,0.000535572,1.78982967,0.009577703,0.580310389,0.81358948,0.789696136,6
SFU07,control,submax10,post,0.000519222,0.755116461,0,0,0,0,1
SFU07,control,submax10,post,0.000614988,0.584549823,0.008213965,0.590704139,0.752276127,0.416530149,2
SFU07,control,submax10,post,0.000545272,0.573861938,0.008749535,0.399805048,0.771857974,0.410686871,3
SFU07,control,submax10,post,0.000512358,0.913366576,0.009742457,0.432782765,0.701443672,0.73512826,4
SFU07,control,submax10,post,0.000403955,0.622927945,0.008392491,0.590614515,0.538098369,0.148991105,5
SFU07,control,submax10,post,0.000342003,0.595188239,0.003702984,0.727259307,0.301973415,0.502107155,6
SFU07,control,submax35,before,0.001440835,0.36608566,0.009782763,0.515783372,0.762540713,0.568231335,1
SFU07,control,submax35,before,0.001879078,0.523949125,0.009631946,0.434944517,0.699561421,0.317779658,2
SFU07,control,submax35,before,0.002015013,0.597565468,0,0,0,0,3
SFU07,control,submax35,before,0.002064646,0.654464566,0,0,0,0,4
SFU07,control,submax35,before,0.002117448,0.676693481,0.00650199,0.325330139,0.159646389,0.439310348,5
SFU07,control,submax35,before,0.001768844,0.723614266,0.007949823,0.550620319,0.648765538,0.547921036,6
SFU07,control,submax35,pre,0.001533328,0.536269694,0.008906712,0.48714505,0.533391353,0.447889161,1
SFU07,control,submax35,pre,0.001920032,0.642329906,0.008854391,0.700822335,0.692025178,0.758636121,2
SFU07,control,submax35,pre,0.001534588,0.4969055,0.008644654,0.654647741,0.661820552,0.692579413,3
SFU07,control,submax35,pre,0.001886586,0.556907508,0.007456688,0.547329885,0.629571392,0.753921648,4
SFU07,control,submax35,pre,0.002162686,0.754983691,0.008857376,0.673745563,0.782206106,0.39975725,5
SFU07,control,submax35,pre,0.001600023,0.590437502,0.008638218,0.768884011,0.741077832,0.798471808,6
SFU07,control,submax35,post,0.001455415,0.660799189,0.009426455,0.423838678,0.659081243,0.336885965,1
SFU07,control,submax35,post,0.001257883,0.679995794,0.008531559,0.27415256,0.914027619,0.098343099,2
SFU07,control,submax35,post,0.001186787,1.517880507,0,0,0,0,3
SFU07,control,submax35,post,0.00161938,0.522878959,0.008712599,0.276380989,0.737135131,0.255920915,4
SFU07,control,submax35,post,0.001619104,1.550719614,0,0,0,0,5
SFU07,control,submax35,post,0.001783388,2.015395443,0,0,0,0,6
SFU08,stretch,submax10,before,0.00066403,2.984784657,0.009304256,0.614720271,0.975664313,0.625111469,1
SFU08,stretch,submax10,before,0.000657416,2.568250898,0.009732952,0.53971042,0.907459267,0.684018828,2
SFU08,stretch,submax10,before,0.000531351,2.594048256,0.009831291,0.665508203,0.929930809,0.636910108,3
SFU08,stretch,submax10,before,0.000652777,2.245347313,0.009534031,0.690556723,0.898428254,0.586958272,4
SFU08,stretch,submax10,before,0.000835071,2.364482438,0.009291768,0.411270494,0.66814572,0.834128781,5
SFU08,stretch,submax10,before,0.001275646,3.516212897,0.009601794,0.831755213,0.912073541,0.80249682,6
SFU08,stretch,submax10,pre,0.0007881,2.014840175,0.005454765,0.531655642,0.052004519,0.348915027,1
SFU08,stretch,submax10,pre,0.000703315,2.632726772,0.009594841,0.797097639,0.897922234,0.757323372,2
SFU08,stretch,submax10,pre,0.000417811,2.232572378,0.009435933,0.412073838,0.754817795,0.495503126,3
SFU08,stretch,submax10,pre,0.000580613,2.376933786,0.007817227,0.682762113,0.743338714,0.471676615,4
SFU08,stretch,submax10,pre,0.000500026,2.569414184,0.00363515,0.608107184,0.348679817,0.048441789,5
SFU08,stretch,submax10,pre,0.000575101,3.42439743,0.005163578,0.752314355,0.519872651,0.525920013,6
SFU08,stretch,submax10,post,0.000800239,3.091062395,0.006190111,0.325956748,0.319491955,0.412750552,1
SFU08,stretch,submax10,post,0.000602792,2.247575731,0.005831542,0.294212655,0.156087795,0.392017613,2
SFU08,stretch,submax10,post,0.000650184,2.60674946,0.008351238,0.633161261,0.353616716,0.668021901,3
SFU08,stretch,submax10,post,0.000694907,3.127351636,0.006978158,0.719531171,0.522600803,0.3792227,4
SFU08,stretch,submax10,post,0.00062678,2.668041342,0.007684553,0.693522887,0.681284688,0.659826464,5
SFU08,stretch,submax10,post,0.00058067,2.31731803,0.007822863,0.486246457,0.417940263,0.438972714,6
SFU08,stretch,submax35,before,0.001792476,1.287032714,0.008503616,0.432997681,0.60747276,0.687084337,1
SFU08,stretch,submax35,before,0.002003697,1.355729344,0.008863524,0.240381568,0.876968482,0.337663271,2
SFU08,stretch,submax35,before,0.002683169,1.328156536,0.009293959,0.675162611,0.919950245,0.765497099,3
SFU08,stretch,submax35,before,0.002600316,1.378781813,0.008758798,0.628970126,0.955681356,0.676739314,4
SFU08,stretch,submax35,before,0.001450288,1.717946913,0.009485594,0.630412146,0.913375119,0.631637463,5
SFU08,stretch,submax35,before,0.001262801,0.978900183,0.008556705,0.545152793,0.613071095,0.721067236,6
SFU08,stretch,submax35,pre,0.002290001,0.494163114,0.007549044,0.563485735,0.50864759,0.603564119,1
SFU08,stretch,submax35,pre,0.002898483,0.581018541,0.007828525,0.557500625,0.360167649,0.26305189,2
SFU08,stretch,submax35,pre,0.004220344,0.734722219,0.005925417,0.394882589,0.368749299,0.642190381,3
SFU08,stretch,submax35,pre,0.004132105,0.667049806,0.007746778,0.428883073,0.634025708,0.275639169,4
SFU08,stretch,submax35,pre,0.002686337,0.641892827,0.00633968,0.064820404,0.05994418,0.102359785,5
SFU08,stretch,submax35,pre,0.004102113,0.821368252,0.00711752,0.435647037,0.152093726,-0.076704475,6
SFU08,stretch,submax35,post,0.002502557,0.627027751,0.009648492,0.001447535,-0.150618666,0.177299509,1
SFU08,stretch,submax35,post,0.00201159,0.789618776,0.008726037,0.377674525,0.712380779,0.434052266,2
SFU08,stretch,submax35,post,0.001959074,0.630819728,0.003893539,0.39486945,0.113122618,0.302645995,3
SFU08,stretch,submax35,post,0.002598598,0.774264281,0.006558933,0.29043372,0.469892107,0.424486514,4
SFU08,stretch,submax35,post,0.003301979,0.673359037,0.00790819,0.24418971,0.798272578,0.174626551,5
SFU08,stretch,submax35,post,0.003682136,0.853085045,0.008531777,0.036702912,0.579177009,0.014409765,6
SFU08,control,submax10,before,0.000588779,4.233551582,0.009459079,0.728537679,0.848394298,0.861923423,1
SFU08,control,submax10,before,0.000474257,3.079876746,0.009345811,0.582529521,0.688050992,0.375139828,2
SFU08,control,submax10,before,0.000551829,5.633818303,0.009793113,0.658747149,0.928275764,0.591497129,3
SFU08,control,submax10,before,0.000488785,5.83851957,0.009873778,0.815914284,0.926182611,0.742853175,4
SFU08,control,submax10,before,0.000287587,3.152569252,0.009666808,0.317490757,0.79699267,0.431932742,5
SFU08,control,submax10,before,0.000383375,4.16864349,0.009786113,0.419836777,0.89339209,0.616170883,6
SFU08,control,submax10,pre,0.001017472,4.789959597,0.009373477,0.77874878,0.889691947,0.801833848,1
SFU08,control,submax10,pre,0.000699934,3.240622144,0.008301562,0.554516358,0.61081558,0.581100847,2
SFU08,control,submax10,pre,0.00056738,4.831005044,0.009695404,0.475384994,0.837783675,0.54290585,3
SFU08,control,submax10,pre,0.000574419,6.788154446,0.009854793,0.526277499,0.914040496,0.544134772,4
SFU08,control,submax10,pre,0.00045349,4.71179596,0.009598251,0.516662561,0.765450431,0.532937708,5
SFU08,control,submax10,pre,0.000442679,5.179891595,0.009762249,0.595062068,0.868168059,0.599270252,6
SFU08,control,submax10,post,0.00059961,5.144901025,0.00964812,0.721285068,0.755982945,0.732776486,1
SFU08,control,submax10,post,0.000766513,5.977830835,0.009882016,0.767321209,0.928685523,0.790117848,2
SFU08,control,submax10,post,0.000418935,3.619381443,0.009463285,0.414821974,0.900842708,0.494242482,3
SFU08,control,submax10,post,0.000517692,4.022089768,0.009566087,0.311849829,0.771588847,0.319842507,4
SFU08,control,submax10,post,0.000419605,4.51193859,0.009787396,0.528537693,0.925833847,0.496858195,5
SFU08,control,submax10,post,0.000409434,4.778672317,0.009787208,0.081408311,0.836255574,-0.055810652,6
SFU08,control,submax35,before,0.001337826,1.961855996,0,0,0,0,1
SFU08,control,submax35,before,0.001226208,0.742182696,0.009654744,0.582818341,0.668982831,0.715310596,2
SFU08,control,submax35,before,0.00099765,2.912869819,0,0,0,0,3
SFU08,control,submax35,before,0.001496773,1.543738467,0.009146189,0.668431945,0.878244721,0.71388784,4
SFU08,control,submax35,before,0.001631723,1.158075235,0.008519333,0.497652254,0.632230164,0.653953839,5
SFU08,control,submax35,before,0.001529173,1.450513333,0.009265717,0.763154623,0.872636258,0.745248071,6
SFU08,control,submax35,pre,0.002249862,0.953456684,0.003890883,0.501219154,0.243766813,0.55710043,1
SFU08,control,submax35,pre,0.002327555,0.820891567,0.007167091,0.465338196,0.437330504,0.433214169,2
SFU08,control,submax35,pre,0.002285281,0.955832279,0,0,0,0,3
SFU08,control,submax35,pre,0.002001439,1.048312301,0,0,0,0,4
SFU08,control,submax35,pre,0.002436295,3.580653375,0,0,0,0,5
SFU08,control,submax35,pre,0.002214149,1.057873891,0,0,0,0,6
SFU08,control,submax35,post,0.002147125,0.748634785,0.005884173,0.208870923,0.172647169,0.387969376,1
SFU08,control,submax35,post,0.001843689,0.729485555,0.008633776,0.722986965,0.59748654,0.569605398,2
SFU08,control,submax35,post,0.001902353,0.925699476,0.008465378,0.737449687,0.744831731,0.734634128,3
SFU08,control,submax35,post,0.001866294,0.989413317,0.005841011,0.535718735,0.758162476,0.582928576,4
SFU08,control,submax35,post,0.002847514,0.746378434,0.0072048,0.305011883,0.432096722,0.61409347,5
SFU08,control,submax35,post,0.002944596,0.623884396,0.006347124,0.546272584,0.58191777,0.760981853,6
SFU09,stretch,submax10,before,0.000983442,1.842053906,0.009233594,0.647490163,0.776020047,0.761300847,1
SFU09,stretch,submax10,before,0.00081842,1.59687251,0.009211954,0.694012394,0.764697965,0.663118929,2
SFU09,stretch,submax10,before,0.000718388,1.308908494,0.008727621,0.246122423,0.541570443,0.163342288,3
SFU09,stretch,submax10,before,0.00103225,2.121873164,0.009578941,0.888528467,0.965365549,0.914977291,4
SFU09,stretch,submax10,before,0.000747086,1.948140277,0.007751761,0.50006656,0.814524388,0.182061937,5
SFU09,stretch,submax10,before,0.000876223,2.348854656,0.008302232,0.454481767,0.856396093,0.624585203,6
SFU09,stretch,submax10,pre,0.00118747,2.280059737,0.009505271,0.787778465,0.802966377,0.799075785,1
SFU09,stretch,submax10,pre,0.000877167,2.342236787,0.009519412,0.733797467,0.838818926,0.716780275,2
SFU09,stretch,submax10,pre,0.000919462,2.308825764,0.009219968,0.869709759,0.76007198,0.620143519,3
SFU09,stretch,submax10,pre,0.000914438,7.691141546,0,0,0,0,4
SFU09,stretch,submax10,pre,0.001129146,6.739489717,0,0,0,0,5
SFU09,stretch,submax10,pre,0.000584024,2.021253173,0.0084106,0.571779059,0.799662305,0.493344758,6
SFU09,stretch,submax10,post,0.000828432,0.418475001,0.00647599,0.395215123,0.244880798,0.558074398,1
SFU09,stretch,submax10,post,0.000530202,0.275181205,0.006731542,0.406174311,0.547182218,0.31073317,2
SFU09,stretch,submax10,post,0.000787127,0.329637055,0.00690086,0.363959449,0.561456759,0.484485499,3
SFU09,stretch,submax10,post,0.000588326,0.411678669,0.006557258,0.623604844,0.302504765,0.053290577,4
SFU09,stretch,submax10,post,0.000625436,0.500138246,0.007078855,0.504663779,0.379983921,0.559745887,5
SFU09,stretch,submax10,post,0.001010507,0.671170732,0.007505765,0.587345725,0.885794401,0.687187771,6
SFU09,stretch,submax35,before,0.003045138,0.533140018,0.003973204,0.514736415,0.390073934,0.432194577,1
SFU09,stretch,submax35,before,0.00207073,0.840638018,0.009292517,0.596631837,0.858152155,0.638543699,2
SFU09,stretch,submax35,before,0.002867827,0.744858318,0.005764922,0.472182856,0.420627004,0.324466691,3
SFU09,stretch,submax35,before,0.002458506,0.673689331,0.00550083,0.599971853,0.470347751,0.378438901,4
SFU09,stretch,submax35,before,0.003098599,0.880893397,0.009209236,0.632919287,0.891932704,0.476699539,5
SFU09,stretch,submax35,before,0.002768823,0.834107233,0.009199234,0.497287546,0.916167839,0.4887904,6
SFU09,stretch,submax35,pre,0.002728461,0.493333596,0.007800049,0.687056732,0.599795517,0.517526321,1
SFU09,stretch,submax35,pre,0.002471754,0.267102295,0.008975409,-0.043694748,0.398719559,-0.137325606,2
SFU09,stretch,submax35,pre,0.002223139,0.231360216,0.00851234,0.394564953,0.5626019,0.342636518,3
SFU09,stretch,submax35,pre,0.002621257,0.273794435,0.008151279,0.348661092,0.752310844,0.213104094,4
SFU09,stretch,submax35,pre,0.003336763,0.410924152,0.006959151,0.518141557,0.419167862,0.516182253,5
SFU09,stretch,submax35,pre,0.002521175,0.364376615,0.007080826,0.590765876,0.184061315,0.356103807,6
SFU09,stretch,submax35,post,0.002467727,0.479848292,0,0,0,0,1
SFU09,stretch,submax35,post,0.003183109,0.378092241,0.008737015,0.515752099,0.614984344,0.145647791,2
SFU09,stretch,submax35,post,0.002330469,0.324407401,0,0,0,0,3
SFU09,stretch,submax35,post,0.002921444,0.294012054,0,0,0,0,4
SFU09,stretch,submax35,post,0.003022147,0.136397238,0,0,0,0,5
SFU09,stretch,submax35,post,0.003473698,0.135705629,0,0,0,0,6
SFU09,control,submax10,before,0.000822462,1.969441308,0.009562718,0.864681606,0.945963947,0.811755477,1
SFU09,control,submax10,before,0.000580026,1.541697139,0.009498864,0.75572837,0.937353968,0.757687739,2
SFU09,control,submax10,before,0.000548652,1.440403096,0.00932839,0.637823308,0.921823217,0.747141917,3
SFU09,control,submax10,before,0.000931371,2.720843071,0.009479025,0.816942068,0.832142005,0.812566504,4
SFU09,control,submax10,before,0.000640365,2.116944048,0.00974233,0.800243874,0.918892726,0.815056961,5
